Date,Open
2015-07-10,52.48
2015-07-13,52.15
2015-07-14,52.0
2015-07-15,53.4
2015-07-16,51.62
2015-07-17,50.91
2015-07-20,50.76
2015-07-21,49.95
2015-07-22,0.0
2015-07-23,49.23
2015-07-24,48.79
2015-07-27,48.0
2015-07-28,47.02
2015-07-29,47.81
2015-07-30,48.83
2015-07-31,48.47
2015-08-03,46.86
2015-08-04,45.35
2015-08-05,45.96
2015-08-06,45.16
2015-08-07,44.82
2015-08-10,43.58
2015-08-11,44.81
2015-08-12,43.27
2015-08-13,43.34
2015-08-14,42.23
2015-08-17,42.18
2015-08-18,41.88
2015-08-19,42.41
2015-08-20,40.58
2015-08-21,0.0
2015-08-24,40.3
2015-08-25,38.18
2015-08-26,39.69
2015-08-27,38.96
2015-08-28,42.68
2015-08-31,45.0
2015-09-01,48.1
2015-09-02,44.26
2015-09-03,46.11
2015-09-04,46.68
2015-09-08,45.82
2015-09-09,45.79
2015-09-10,44.16
2015-09-11,45.71
2015-09-14,44.78
2015-09-15,44.11
2015-09-16,45.16
2015-09-17,47.13
2015-09-18,46.89
2015-09-21,44.97
2015-09-22,46.45
2015-09-23,0.0
2015-09-24,44.62
2015-09-25,45.05
2015-09-28,45.38
2015-09-29,44.5
2015-09-30,44.92
2015-10-01,45.38
2015-10-02,45.07
2015-10-05,45.65
2015-10-06,46.2
2015-10-07,49.0
2015-10-08,48.11
2015-10-09,49.69
2015-10-12,49.51
2015-10-13,47.46
2015-10-14,46.69
2015-10-15,46.28
2015-10-16,46.87
2015-10-19,47.27
2015-10-20,46.25
2015-10-21,0.0
2015-10-22,45.27
2015-10-23,45.44
2015-10-26,44.74
2015-10-27,43.78
2015-10-28,43.44
2015-10-29,46.06
2015-10-30,45.74
2015-11-02,46.43
2015-11-03,46.11
2015-11-04,47.74
2015-11-05,46.57
2015-11-06,45.41
2015-11-09,44.52
2015-11-10,44.1
2015-11-11,43.63
2015-11-12,43.05
2015-11-13,41.61
2015-11-16,40.92
2015-11-17,41.96
2015-11-18,41.11
2015-11-19,40.72
2015-11-20,40.54
2015-11-23,41.49
2015-11-24,42.04
2015-11-25,42.69
2015-11-27,43.25
2015-11-30,41.77
2015-12-01,41.73
2015-12-02,41.69
2015-12-03,40.15
2015-12-04,41.31
2015-12-07,40.1
2015-12-08,37.68
2015-12-09,37.86
2015-12-10,37.27
2015-12-11,36.63
2015-12-14,35.4
2015-12-15,36.32
2015-12-16,36.79
2015-12-17,35.8
2015-12-18,34.87
2015-12-21,34.58
2015-12-22,0.0
2015-12-23,36.47
2015-12-24,37.86
2015-12-28,38.0
2015-12-29,36.7
2015-12-30,37.36
2015-12-31,36.81
2016-01-04,37.6
2016-01-05,36.9
2016-01-06,36.18
2016-01-07,34.09
2016-01-08,33.3
2016-01-11,32.94
2016-01-12,31.11
2016-01-13,30.54
2016-01-14,30.6
2016-01-15,31.18
2016-01-19,29.2
2016-01-20,28.33
2016-01-21,0.0
2016-01-22,29.84
2016-01-25,32.05
2016-01-26,29.81
2016-01-27,30.55
2016-01-28,32.19
2016-01-29,33.7
2016-02-01,33.83
2016-02-02,31.37
2016-02-03,29.75
2016-02-04,32.71
2016-02-05,31.64
2016-02-08,30.97
2016-02-09,30.17
2016-02-10,28.36
2016-02-11,27.34
2016-02-12,27.3
2016-02-16,29.08
2016-02-17,29.14
2016-02-18,31.35
2016-02-19,30.6
2016-02-22,29.72
2016-02-23,0.0
2016-02-24,31.28
2016-02-25,32.19
2016-02-26,33.04
2016-02-29,32.72
2016-03-01,33.9
2016-03-02,33.89
2016-03-03,34.73
2016-03-04,34.66
2016-03-07,36.2
2016-03-08,37.94
2016-03-09,36.36
2016-03-10,38.17
2016-03-11,37.99
2016-03-14,38.17
2016-03-15,37.37
2016-03-16,36.74
2016-03-17,38.59
2016-03-18,40.25
2016-03-21,39.06
2016-03-22,0.0
2016-03-23,41.19
2016-03-24,39.73
2016-03-28,39.55
2016-03-29,39.32
2016-03-30,38.52
2016-03-31,38.3
2016-04-01,38.14
2016-04-04,36.61
2016-04-05,35.5
2016-04-06,36.52
2016-04-07,37.76
2016-04-08,37.52
2016-04-11,39.72
2016-04-12,40.35
2016-04-13,41.63
2016-04-14,41.54
2016-04-15,41.43
2016-04-18,38.75
2016-04-19,40.04
2016-04-20,40.8
2016-04-21,0.0
2016-04-22,43.42
2016-04-25,43.75
2016-04-26,42.96
2016-04-27,44.64
2016-04-28,45.3
2016-04-29,45.9
2016-05-02,45.9
2016-05-03,44.92
2016-05-04,43.85
2016-05-05,44.04
2016-05-06,44.52
2016-05-09,45.0
2016-05-10,43.25
2016-05-11,44.6
2016-05-12,46.0
2016-05-13,46.41
2016-05-16,46.28
2016-05-17,47.9
2016-05-18,48.53
2016-05-19,47.87
2016-05-20,48.2
2016-05-23,48.46
2016-05-24,48.08
2016-05-25,49.09
2016-05-26,49.7
2016-05-27,49.31
2016-05-31,49.54
2016-06-01,48.82
2016-06-02,48.9
2016-06-03,49.04
2016-06-06,48.88
2016-06-07,49.71
2016-06-08,50.41
2016-06-09,51.45
2016-06-10,50.47
2016-06-13,48.85
2016-06-14,48.52
2016-06-15,47.9
2016-06-16,47.45
2016-06-17,45.99
2016-06-20,48.29
2016-06-21,49.14
2016-06-22,0.0
2016-06-23,49.08
2016-06-24,50.3
2016-06-27,47.81
2016-06-28,46.59
2016-06-29,48.06
2016-06-30,49.55
2016-07-01,48.38
2016-07-05,49.11
2016-07-06,46.83
2016-07-07,47.88
2016-07-08,45.19
2016-07-11,45.07
2016-07-12,44.58
2016-07-13,46.58
2016-07-14,45.14
2016-07-15,45.52
2016-07-18,46.12
2016-07-19,45.23
2016-07-20,44.59
2016-07-21,0.0
2016-07-22,44.6
2016-07-25,44.2
2016-07-26,43.07
2016-07-27,42.66
2016-07-28,41.93
2016-07-29,41.12
2016-08-01,41.35
2016-08-02,40.08
2016-08-03,39.7
2016-08-04,41.16
2016-08-05,41.84
2016-08-08,41.99
2016-08-09,42.83
2016-08-10,42.74
2016-08-11,41.48
2016-08-12,43.46
2016-08-15,44.74
2016-08-16,45.59
2016-08-17,46.37
2016-08-18,46.9
2016-08-19,48.33
2016-08-22,48.4
2016-08-23,0.0
2016-08-24,47.59
2016-08-25,46.8
2016-08-26,47.37
2016-08-29,47.22
2016-08-30,46.98
2016-08-31,46.24
2016-09-01,44.85
2016-09-02,43.55
2016-09-06,44.15
2016-09-07,44.85
2016-09-08,46.12
2016-09-09,47.36
2016-09-12,45.57
2016-09-13,46.06
2016-09-14,45.0
2016-09-15,43.7
2016-09-16,43.71
2016-09-19,43.18
2016-09-20,43.13
2016-09-21,0.0
2016-09-22,45.62
2016-09-23,46.07
2016-09-26,44.62
2016-09-27,45.62
2016-09-28,44.96
2016-09-29,47.2
2016-09-30,47.76
2016-10-03,48.04
2016-10-04,48.65
2016-10-05,49.26
2016-10-06,49.65
2016-10-07,50.59
2016-10-10,49.57
2016-10-11,51.1
2016-10-12,50.84
2016-10-13,50.0
2016-10-14,50.58
2016-10-17,50.23
2016-10-18,50.04
2016-10-19,50.77
2016-10-20,51.4
2016-10-21,0.0
2016-10-24,50.85
2016-10-25,50.49
2016-10-26,49.31
2016-10-27,49.22
2016-10-28,49.61
2016-10-31,48.25
2016-11-01,46.77
2016-11-02,46.32
2016-11-03,45.48
2016-11-04,44.63
2016-11-07,44.45
2016-11-08,44.97
2016-11-09,44.82
2016-11-10,45.31
2016-11-11,44.35
2016-11-14,43.2
2016-11-15,43.76
2016-11-16,45.77
2016-11-17,45.37
2016-11-18,44.93
2016-11-21,45.83
2016-11-22,0.0
2016-11-23,47.94
2016-11-25,47.97
2016-11-28,45.43
2016-11-29,46.88
2016-11-30,45.24
2016-12-01,49.07
2016-12-02,51.01
2016-12-05,51.46
2016-12-06,50.97
2016-12-07,50.93
2016-12-08,49.88
2016-12-09,50.92
2016-12-12,52.58
2016-12-13,52.51
2016-12-14,52.45
2016-12-15,50.79
2016-12-16,51.1
2016-12-19,52.15
2016-12-20,52.11
2016-12-21,0.0
2016-12-22,52.52
2016-12-23,52.68
2016-12-27,53.29
2016-12-28,53.93
2016-12-29,53.66
2016-12-30,53.87
2017-01-02,0.0
2017-01-03,54.2
2017-01-04,52.49
2017-01-05,53.39
2017-01-06,53.73
2017-01-09,53.75
2017-01-10,51.83
2017-01-11,50.81
2017-01-12,52.37
2017-01-13,53.05
2017-01-17,52.55
2017-01-18,52.52
2017-01-19,51.39
2017-01-20,51.45
2017-01-23,53.33
2017-01-24,52.86
2017-01-25,52.95
2017-01-26,52.96
2017-01-27,53.74
2017-01-30,53.15
2017-01-31,52.6
2017-02-01,52.76
2017-02-02,53.57
2017-02-03,53.68
2017-02-06,53.81
2017-02-07,53.14
2017-02-08,51.64
2017-02-09,52.37
2017-02-10,53.15
2017-02-13,53.8
2017-02-14,52.91
2017-02-15,53.0
2017-02-16,53.01
2017-02-17,53.47
2017-02-21,53.48
2017-02-22,0.0
2017-02-23,53.91
2017-02-24,54.33
2017-02-27,54.02
2017-02-28,54.04
2017-03-01,53.95
2017-03-02,53.69
2017-03-03,52.58
2017-03-06,53.19
2017-03-07,53.17
2017-03-08,52.79
2017-03-09,50.22
2017-03-10,49.61
2017-03-13,48.45
2017-03-14,48.45
2017-03-15,48.76
2017-03-16,49.01
2017-03-17,48.79
2017-03-20,48.7
2017-03-21,47.93
2017-03-22,48.16
2017-03-23,48.15
2017-03-24,47.67
2017-03-27,48.12
2017-03-28,47.89
2017-03-29,48.47
2017-03-30,49.6
2017-03-31,50.32
2017-04-03,50.69
2017-04-04,50.24
2017-04-05,51.18
2017-04-06,50.8
2017-04-07,51.7
2017-04-10,52.31
2017-04-11,53.13
2017-04-12,53.4
2017-04-13,52.85
2017-04-17,52.97
2017-04-18,52.75
2017-04-19,52.36
2017-04-20,50.63
2017-04-21,0.0
2017-04-24,49.68
2017-04-25,49.22
2017-04-26,49.36
2017-04-27,49.22
2017-04-28,49.27
2017-05-01,49.17
2017-05-02,48.78
2017-05-03,48.12
2017-05-04,47.6
2017-05-05,45.51
2017-05-08,46.35
2017-05-09,46.49
2017-05-10,46.18
2017-05-11,47.39
2017-05-12,47.81
2017-05-15,47.85
2017-05-16,48.82
2017-05-17,48.23
2017-05-18,48.93
2017-05-19,49.28
2017-05-22,50.6
2017-05-23,0.0
2017-05-24,51.44
2017-05-25,51.25
2017-05-26,48.75
2017-05-30,49.93
2017-05-31,49.65
2017-06-01,48.63
2017-06-02,48.04
2017-06-05,47.71
2017-06-06,47.4
2017-06-07,47.98
2017-06-08,45.85
2017-06-09,45.71
2017-06-12,45.8
2017-06-13,46.01
2017-06-14,45.94
2017-06-15,44.69
2017-06-16,44.25
2017-06-19,44.68
2017-06-20,44.11
2017-06-21,0.0
2017-06-22,42.55
2017-06-23,42.8
2017-06-26,43.16
2017-06-27,43.49
2017-06-28,43.7
2017-06-29,44.89
2017-06-30,44.89
2017-07-03,46.28
2017-07-05,47.04
2017-07-06,45.65
2017-07-07,45.35
2017-07-10,44.35
2017-07-11,44.58
2017-07-12,45.74
2017-07-13,45.44
2017-07-14,46.08
2017-07-17,46.68
2017-07-18,45.99
2017-07-19,46.25
2017-07-20,47.09
2017-07-21,0.0
2017-07-24,45.62
2017-07-25,46.46
2017-07-26,48.51
2017-07-27,48.7
2017-07-28,49.17
2017-07-31,49.85
2017-08-01,50.21
2017-08-02,48.8
2017-08-03,49.59
2017-08-04,48.95
2017-08-07,49.59
2017-08-08,49.31
2017-08-09,49.0
2017-08-10,49.68
2017-08-11,48.52
2017-08-14,48.79
2017-08-15,47.49
2017-08-16,47.72
2017-08-17,46.8
2017-08-18,46.93
2017-08-21,48.72
2017-08-22,47.45
2017-08-23,0.0
2017-08-24,48.36
2017-08-25,47.62
2017-08-28,47.89
2017-08-29,46.86
2017-08-30,46.31
2017-08-31,45.95
2017-09-01,47.08
2017-09-05,47.28
2017-09-06,48.59
2017-09-07,49.14
2017-09-08,49.07
2017-09-11,47.58
2017-09-12,48.12
2017-09-13,48.34
2017-09-14,49.31
2017-09-15,49.72
2017-09-18,49.85
2017-09-19,49.91
2017-09-20,49.84
2017-09-21,0.0
2017-09-22,50.73
2017-09-25,50.68
2017-09-26,52.12
2017-09-27,52.09
2017-09-28,52.05
2017-09-29,51.58
2017-10-02,51.64
2017-10-03,50.59
2017-10-04,50.16
2017-10-05,49.88
2017-10-06,50.75
2017-10-09,49.25
2017-10-10,49.55
2017-10-11,50.94
2017-10-12,51.0
2017-10-13,50.73
2017-10-16,51.43
2017-10-17,51.93
2017-10-18,51.94
2017-10-19,52.05
2017-10-20,51.42
2017-10-23,52.07
2017-10-24,51.89
2017-10-25,52.56
2017-10-26,52.19
2017-10-27,52.8
2017-10-30,54.16
2017-10-31,54.08
2017-11-01,54.65
2017-11-02,54.28
2017-11-03,54.73
2017-11-06,55.97
2017-11-07,57.27
2017-11-08,56.96
2017-11-09,56.85
2017-11-10,57.02
2017-11-13,56.9
2017-11-14,56.72
2017-11-15,55.06
2017-11-16,55.3
2017-11-17,55.25
2017-11-20,56.69
2017-11-21,0.0
2017-11-22,57.12
2017-11-24,58.05
2017-11-27,58.95
2017-11-28,57.86
2017-11-29,57.73
2017-11-30,57.41
2017-12-01,57.42
2017-12-04,58.32
2017-12-05,57.48
2017-12-06,57.45
2017-12-07,56.0
2017-12-08,56.65
2017-12-11,57.25
2017-12-12,58.02
2017-12-13,57.45
2017-12-14,56.7
2017-12-15,57.15
2017-12-18,57.37
2017-12-19,57.3
2017-12-20,0.0
2017-12-21,58.02
2017-12-22,58.21
2017-12-26,58.4
2017-12-27,59.79
2017-12-28,59.53
2017-12-29,59.91
2018-01-01,0.0
2018-01-02,60.2
2018-01-03,60.39
2018-01-04,61.96
2018-01-05,61.9
2018-01-08,61.61
2018-01-09,61.92
2018-01-10,63.41
2018-01-11,63.5
2018-01-12,63.57
2018-01-16,64.43
2018-01-17,63.89
2018-01-18,64.07
2018-01-19,63.74
2018-01-22,63.61
2018-01-23,0.0
2018-01-24,64.42
2018-01-25,65.88
2018-01-26,65.25
2018-01-29,66.18
2018-01-30,65.53
2018-01-31,64.03
2018-02-01,64.76
2018-02-02,65.99
2018-02-05,65.1
2018-02-06,63.43
2018-02-07,63.92
2018-02-08,61.7
2018-02-09,60.43
2018-02-12,59.12
2018-02-13,59.35
2018-02-14,0.0
2018-02-15,60.71
2018-02-16,61.45
2018-02-20,61.63
2018-02-21,0.0
2018-02-22,61.34
2018-02-23,62.6
2018-02-26,63.6
2018-02-27,64.06
2018-02-28,62.79
2018-03-01,61.55
2018-03-02,61.34
2018-03-05,61.55
2018-03-06,62.58
2018-03-07,62.3
2018-03-08,61.33
2018-03-09,60.27
2018-03-12,62.04
2018-03-13,61.37
2018-03-14,60.87
2018-03-15,60.95
2018-03-16,61.19
2018-03-19,62.23
2018-03-20,62.1
2018-03-21,0.0
2018-03-22,65.7
2018-03-23,64.28
2018-03-26,65.9
2018-03-27,65.53
2018-03-28,64.7
2018-03-29,64.69
2018-04-02,64.91
2018-04-03,62.89
2018-04-04,63.59
2018-04-05,63.6
2018-04-06,63.7
2018-04-09,62.0
2018-04-10,63.3
2018-04-11,65.58
2018-04-12,66.75
2018-04-13,67.18
2018-04-16,67.24
2018-04-17,66.42
2018-04-18,66.68
2018-04-19,68.75
2018-04-20,68.26
2018-04-23,68.22
2018-04-24,68.95
2018-04-25,67.75
2018-04-26,68.03
2018-04-27,68.21
2018-04-30,68.15
2018-05-01,68.56
2018-05-02,67.49
2018-05-03,67.68
2018-05-04,68.5
2018-05-07,69.85
2018-05-08,70.03
2018-05-09,70.05
2018-05-10,71.23
2018-05-11,71.45
2018-05-14,70.54
2018-05-15,71.15
2018-05-16,71.02
2018-05-17,71.56
2018-05-18,71.6
2018-05-21,0.0
2018-05-22,72.53
2018-05-23,0.0
2018-05-24,71.83
2018-05-25,70.65
2018-05-29,67.55
2018-05-30,66.85
2018-05-31,68.24
2018-06-01,67.07
2018-06-04,65.71
2018-06-05,64.94
2018-06-06,65.51
2018-06-07,65.07
2018-06-08,65.98
2018-06-11,65.56
2018-06-12,66.05
2018-06-13,66.01
2018-06-14,66.62
2018-06-15,67.0
2018-06-18,64.4
2018-06-19,65.82
2018-06-20,65.11
2018-06-21,0.0
2018-06-22,65.93
2018-06-25,68.75
2018-06-26,68.21
2018-06-27,70.68
2018-06-28,72.27
2018-06-29,73.33
2018-07-02,73.62
2018-07-03,74.08
2018-07-05,74.23
2018-07-06,73.16
2018-07-09,73.87
2018-07-10,74.04
2018-07-11,74.2
2018-07-12,70.6
2018-07-13,70.38
2018-07-16,70.52
2018-07-17,68.03
2018-07-18,67.61
2018-07-19,69.0
2018-07-20,69.39
2018-07-23,68.17
2018-07-24,67.8
2018-07-25,68.77
2018-07-26,69.38
2018-07-27,69.58
2018-07-30,69.01
2018-07-31,70.05
2018-08-01,68.43
2018-08-02,67.86
2018-08-03,68.99
2018-08-06,68.65
2018-08-07,68.9
2018-08-08,69.09
2018-08-09,66.79
2018-08-10,66.74
2018-08-13,67.78
2018-08-14,67.42
2018-08-15,66.62
2018-08-16,64.95
2018-08-17,65.47
2018-08-20,65.91
2018-08-21,66.62
2018-08-22,0.0
2018-08-23,68.07
2018-08-24,67.9
2018-08-27,68.57
2018-08-28,68.93
2018-08-29,68.54
2018-08-30,69.71
2018-08-31,70.06
2018-09-04,69.89
2018-09-05,69.43
2018-09-06,68.64
2018-09-07,67.88
2018-09-10,67.82
2018-09-11,67.53
2018-09-12,69.89
2018-09-13,70.24
2018-09-14,68.79
2018-09-17,68.93
2018-09-18,68.8
2018-09-19,69.71
2018-09-20,71.39
2018-09-21,0.0
2018-09-24,71.14
2018-09-25,72.25
2018-09-26,72.09
2018-09-27,72.01
2018-09-28,72.18
2018-10-01,73.29
2018-10-02,75.42
2018-10-03,75.12
2018-10-04,76.18
2018-10-05,74.67
2018-10-08,74.4
2018-10-09,74.21
2018-10-10,74.66
2018-10-11,72.68
2018-10-12,70.99
2018-10-15,71.85
2018-10-16,71.72
2018-10-17,72.17
2018-10-18,70.03
2018-10-19,68.68
2018-10-22,69.41
2018-10-23,0.0
2018-10-24,66.17
2018-10-25,66.36
2018-10-26,66.95
2018-10-29,67.55
2018-10-30,66.68
2018-10-31,66.32
2018-11-01,64.88
2018-11-02,63.5
2018-11-05,62.99
2018-11-06,62.7
2018-11-07,61.74
2018-11-08,61.64
2018-11-09,60.75
2018-11-12,60.7
2018-11-13,58.88
2018-11-14,55.27
2018-11-15,56.02
2018-11-16,56.58
2018-11-19,56.72
2018-11-20,0.0
2018-11-21,53.39
2018-11-23,54.66
2018-11-26,50.62
2018-11-27,51.54
2018-11-28,52.09
2018-11-29,50.31
2018-11-30,51.27
2018-12-03,52.45
2018-12-04,53.13
2018-12-05,52.59
2018-12-06,52.93
2018-12-07,51.76
2018-12-10,52.03
2018-12-11,50.89
2018-12-12,51.95
2018-12-13,51.2
2018-12-14,52.83
2018-12-17,51.25
2018-12-18,49.16
2018-12-19,45.93
2018-12-20,0.0
2018-12-21,46.25
2018-12-24,45.45
2018-12-26,42.85
2018-12-27,46.58
2018-12-28,45.44
2018-12-31,45.22
2019-01-02,45.8
2019-01-03,46.26
2019-01-04,46.9
2019-01-07,48.3
2019-01-08,48.73
2019-01-09,49.8
2019-01-10,52.18
2019-01-11,52.28
2019-01-14,51.73
2019-01-15,50.78
2019-01-16,52.0
2019-01-17,52.18
2019-01-18,52.23
2019-01-22,53.73
2019-01-23,0.0
2019-01-24,52.45
2019-01-25,53.17
2019-01-28,53.56
2019-01-29,52.12
2019-01-30,53.24
2019-01-31,54.28
2019-02-01,54.01
2019-02-04,55.32
2019-02-05,54.86
2019-02-06,53.73
2019-02-07,53.94
2019-02-08,52.59
2019-02-11,52.66
2019-02-12,52.47
2019-02-13,53.35
2019-02-14,53.96
2019-02-15,54.48
2019-02-19,55.78
2019-02-20,55.94
2019-02-21,0.0
2019-02-22,56.84
2019-02-25,57.17
2019-02-26,55.46
2019-02-27,55.95
2019-02-28,57.0
2019-03-01,57.22
2019-03-04,55.83
2019-03-05,56.45
2019-03-06,56.28
2019-03-07,56.2
2019-03-08,56.43
2019-03-12,56.76
2019-03-13,57.09
2019-03-14,58.35
2019-03-15,58.51
2019-03-18,58.45
2019-03-19,59.01
2019-03-20,59.02
2019-03-21,0.0
2019-03-22,59.87
2019-03-25,58.98
2019-03-26,59.12
2019-03-27,60.03
2019-03-28,59.4
2019-03-29,59.53
2019-04-01,60.24
2019-04-02,61.81
2019-04-03,62.64
2019-04-04,62.5
2019-04-05,62.18
2019-04-08,63.33
2019-04-09,64.4
2019-04-10,64.22
2019-04-11,64.48
2019-04-12,63.71
2019-04-15,63.76
2019-04-16,63.57
2019-04-17,64.32
2019-04-18,63.75
2019-04-22,64.0
2019-04-23,0.0
2019-04-24,66.17
2019-04-25,65.81
2019-04-26,65.13
2019-04-29,62.95
2019-04-30,63.58
2019-05-01,63.4
2019-05-02,63.61
2019-05-03,61.55
2019-05-06,61.43
2019-05-07,62.17
2019-05-08,61.44
2019-05-09,62.02
2019-05-10,61.64
2019-05-13,61.65
2019-05-14,60.86
2019-05-15,61.37
2019-05-16,62.12
2019-05-17,63.12
2019-05-20,62.93
2019-05-21,63.22
2019-05-22,0.0
2019-05-23,61.31
2019-05-24,58.21
2019-05-28,58.94
2019-05-29,59.07
2019-05-30,59.12
2019-05-31,56.46
2019-06-03,53.42
2019-06-04,52.89
2019-06-05,52.86
2019-06-06,51.66
2019-06-07,53.1
2019-06-10,54.24
2019-06-11,53.43
2019-06-12,53.04
2019-06-13,51.07
2019-06-14,52.18
2019-06-17,52.5
2019-06-18,51.95
2019-06-19,54.09
2019-06-20,54.12
2019-06-21,0.0
2019-06-24,57.72
2019-06-25,57.74
2019-06-26,58.84
2019-06-27,59.27
2019-06-28,59.22
2019-07-01,59.27
2019-07-02,59.14
2019-07-03,56.49
2019-07-05,57.38
2019-07-08,57.77
2019-07-09,57.56
2019-07-10,58.4
2019-07-11,60.44
2019-07-12,60.46
2019-07-15,60.25
2019-07-16,59.26
2019-07-17,57.52
2019-07-18,56.6
2019-07-19,55.72
2019-07-22,56.22
2019-07-23,0.0
2019-07-24,57.23
2019-07-25,55.9
2019-07-26,55.93
2019-07-29,56.2
2019-07-30,57.07
2019-07-31,58.34
2019-08-01,57.85
2019-08-02,54.54
2019-08-05,55.38
2019-08-06,54.95
2019-08-07,53.42
2019-08-08,52.33
2019-08-09,52.88
2019-08-12,54.32
2019-08-13,54.73
2019-08-14,56.74
2019-08-15,54.9
2019-08-16,54.74
2019-08-19,54.96
2019-08-20,56.1
2019-08-21,0.0
2019-08-22,55.94
2019-08-23,55.35
2019-08-26,53.25
2019-08-27,53.76
2019-08-28,55.71
2019-08-29,55.88
2019-08-30,56.63
2019-09-03,55.0
2019-09-04,53.92
2019-09-05,55.95
2019-09-06,56.19
2019-09-09,56.8
2019-09-10,58.03
2019-09-11,57.89
2019-09-12,55.93
2019-09-13,55.15
2019-09-16,61.48
2019-09-17,61.96
2019-09-18,58.81
2019-09-19,58.2
2019-09-20,58.65
2019-09-23,59.25
2019-09-24,58.44
2019-09-25,56.7
2019-09-26,56.69
2019-09-27,56.51
2019-09-30,56.54
2019-10-01,54.28
2019-10-02,54.0
