id,Entity,Code,Day,stay_home_requirements
119274,Sweden,SWE,2021-10-22,0
119275,Sweden,SWE,2021-10-23,0
119276,Sweden,SWE,2021-10-24,0
119277,Sweden,SWE,2021-10-25,0
119278,Sweden,SWE,2021-10-26,0
119279,Sweden,SWE,2021-10-27,0
119280,Sweden,SWE,2021-10-28,0
119281,Sweden,SWE,2021-10-29,0
119282,Sweden,SWE,2021-10-30,0
119283,Sweden,SWE,2021-10-31,0
119284,Sweden,SWE,2021-11-01,0
119285,Sweden,SWE,2021-11-02,0
119286,Sweden,SWE,2021-11-03,0
119287,Sweden,SWE,2021-11-04,0
119288,Sweden,SWE,2021-11-05,0
119289,Sweden,SWE,2021-11-06,0
119290,Sweden,SWE,2021-11-07,0
119291,Sweden,SWE,2021-11-08,0
119292,Sweden,SWE,2021-11-09,0
119293,Sweden,SWE,2021-11-10,0
119294,Sweden,SWE,2021-11-11,0
119295,Sweden,SWE,2021-11-12,0
119296,Sweden,SWE,2021-11-13,0
119297,Sweden,SWE,2021-11-14,0
119298,Sweden,SWE,2021-11-15,0
119299,Sweden,SWE,2021-11-16,0
119300,Sweden,SWE,2021-11-17,0
119301,Sweden,SWE,2021-11-18,0
119302,Sweden,SWE,2021-11-19,0
119303,Sweden,SWE,2021-11-20,0
119304,Sweden,SWE,2021-11-21,0
119305,Sweden,SWE,2021-11-22,0
119306,Sweden,SWE,2021-11-23,0
119307,Sweden,SWE,2021-11-24,0
119308,Sweden,SWE,2021-11-25,0
119309,Sweden,SWE,2021-11-26,0
119310,Sweden,SWE,2021-11-27,0
119311,Sweden,SWE,2021-11-28,0
119312,Sweden,SWE,2021-11-29,0
119313,Sweden,SWE,2021-11-30,0
119314,Sweden,SWE,2021-12-01,0
119315,Sweden,SWE,2021-12-02,0
119316,Sweden,SWE,2021-12-03,0
119317,Sweden,SWE,2021-12-04,0
119318,Sweden,SWE,2021-12-05,0
119319,Sweden,SWE,2021-12-06,0
119320,Sweden,SWE,2021-12-07,0
119321,Sweden,SWE,2021-12-08,0
119322,Sweden,SWE,2021-12-09,0
119323,Sweden,SWE,2021-12-10,0
119324,Sweden,SWE,2021-12-11,0
119325,Sweden,SWE,2021-12-12,0
119326,Sweden,SWE,2021-12-13,0
119327,Sweden,SWE,2021-12-14,0
119328,Sweden,SWE,2021-12-15,0
119329,Sweden,SWE,2021-12-16,0
119330,Sweden,SWE,2021-12-17,0
119331,Sweden,SWE,2021-12-18,0
119332,Sweden,SWE,2021-12-19,0
119333,Sweden,SWE,2021-12-20,0
119334,Sweden,SWE,2021-12-21,0
119335,Sweden,SWE,2021-12-22,0
119336,Sweden,SWE,2021-12-23,0
119337,Sweden,SWE,2021-12-24,0
119338,Sweden,SWE,2021-12-25,0
119339,Sweden,SWE,2021-12-26,0
119340,Sweden,SWE,2021-12-27,0
119341,Sweden,SWE,2021-12-28,0
119342,Sweden,SWE,2021-12-29,0
119343,Sweden,SWE,2021-12-30,0
119344,Sweden,SWE,2021-12-31,0
119345,Sweden,SWE,2022-01-01,0
119346,Sweden,SWE,2022-01-02,0
119347,Sweden,SWE,2022-01-03,0
119348,Sweden,SWE,2022-01-04,0
119349,Sweden,SWE,2022-01-05,0
119350,Sweden,SWE,2022-01-06,0
119351,Sweden,SWE,2022-01-07,0
119352,Sweden,SWE,2022-01-08,0
119353,Sweden,SWE,2022-01-09,0
119354,Sweden,SWE,2022-01-10,0
119355,Sweden,SWE,2022-01-11,0
119356,Sweden,SWE,2022-01-12,1
119357,Sweden,SWE,2022-01-13,1
119358,Sweden,SWE,2022-01-14,1
119359,Sweden,SWE,2022-01-15,1
119360,Sweden,SWE,2022-01-16,1
119361,Sweden,SWE,2022-01-17,1
119362,Sweden,SWE,2022-01-18,1
119363,Sweden,SWE,2022-01-19,1
119364,Sweden,SWE,2022-01-20,1
119365,Sweden,SWE,2022-01-21,1
119366,Sweden,SWE,2022-01-22,1
119367,Sweden,SWE,2022-01-23,1
119368,Sweden,SWE,2022-01-24,1
119369,Sweden,SWE,2022-01-25,1
119370,Sweden,SWE,2022-01-26,1
119371,Sweden,SWE,2022-01-27,1
119372,Sweden,SWE,2022-01-28,1
119373,Sweden,SWE,2022-01-29,1
