,Media_Adwell_upperfunnel_native,Media_Bing_lowerfunnel_search_brand,Media_Bing_midfunnel_search_midbrand,Media_Bing_upperfunnel_search_nobrand,Media_DBM_lowerfunnel_display,Media_DBM_midfunnel_display,Media_DBM_upperfunnel_display,Media_DBM_upperfunnel_video,Media_DC_DBM_upperfunnel_video,Media_Eurosize_upperfunnel_OOH_JCD,Media_Eurosize_upperfunnel_OOH_VA,Media_Facebook_lowerfunnel_display,Media_Facebook_lowerfunnel_video,Media_Facebook_upperfunnel_display,Media_Facebook_upperfunnel_video,Media_Flygstart_upperfunnel_newsletter,Media_Google_lowerfunnel_display,Media_Google_lowerfunnel_search_brand,Media_Google_midfunnel_display,Media_Google_midfunnel_search_midbrand,Media_Google_upperfunnel_display,Media_Google_upperfunnel_search_nobrand,Media_Google_video_lowerfunnel_Youtube,Media_Google_video_upperfunnel_Youtube,Media_HejSenior_upperfunnel_newsletter,Media_Instagram_lowerfunnel_display,Media_Instagram_lowerfunnel_video,Media_Instagram_upperfunnel_display,Media_Instagram_upperfunnel_video,Media_MediaMath_upperfunnel_video,Media_Newsletter_lowerfunnel,Media_Newsner_midfunnel_native,Media_Online_radio_upperfunnel,Media_Radio_upperfunnel,Media_Secreteescape_midfunnel_display,Media_Smarter_Travel_upperfunnel_affiliate,Media_Snapchat_upperfunnel_display,Media_Snapchat_upperfunnel_video,Media_Sociomantic_lowerfunnel_retarg_display,Media_Sociomantic_upperfunnel_prospecting_display,Media_TV_upperfunnel,Media_Tiktok_upperfunnel_video,Media_TradeTracker_upperfunnel_affiliate,Media_Youtube_Masthead_upperfunnel_video
2017-03-21,0,595.0,0.0,116.0,0.0,0.0,0.0,0,0.0,0,0,77.0,0.0,61.0,6335.0,0.0,242.0,521.0,1188.0,6194.0,1748.0,15126.0,2.0,395.0,0.0,1.0,0.0,0.0,171.0,0,916.0,0.0,0,0,30.0,21.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-03-22,0,498.0,0.0,129.0,0.0,0.0,0.0,0,0.0,0,0,375.0,0.0,64.0,3268.0,0.0,308.0,668.0,1133.0,4770.0,1616.0,15958.0,0.0,426.0,0.0,1.0,0.0,0.0,150.0,0,0.0,0.0,0,0,27.0,15.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-03-23,0,476.0,0.0,84.0,0.0,0.0,0.0,0,0.0,0,0,341.0,0.0,47.0,3876.0,0.0,267.0,417.0,1026.0,6000.0,1415.0,14448.0,1.0,476.0,0.0,0.0,0.0,0.0,448.0,0,0.0,0.0,0,0,14.0,18.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-03-24,0,425.0,0.0,102.0,0.0,0.0,0.0,0,0.0,0,0,51.0,0.0,81.0,2243.0,0.0,281.0,519.0,1521.0,5172.0,1386.0,11767.0,4.0,506.0,0.0,0.0,0.0,0.0,284.0,0,0.0,0.0,0,0,15.0,17.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-03-25,0,284.0,0.0,85.0,0.0,0.0,0.0,0,0.0,0,0,21.0,0.0,78.0,2853.0,0.0,423.0,437.0,1880.0,4369.0,1614.0,12215.0,3.0,612.0,0.0,0.0,0.0,0.0,121.0,0,1385.0,0.0,0,0,15.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-03-26,0,393.0,0.0,107.0,0.0,0.0,0.0,0,0.0,0,0,5.0,0.0,66.0,1099.0,0.0,434.0,653.0,1709.0,6171.0,1899.0,14453.0,1.0,602.0,0.0,0.0,0.0,0.0,25.0,0,0.0,0.0,0,0,29.0,15.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-03-27,0,580.0,0.0,140.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,43.0,1604.0,0.0,370.0,733.0,1619.0,5891.0,2172.0,16864.0,0.0,418.0,0.0,0.0,0.0,0.0,56.0,0,1796.0,0.0,0,0,23.0,23.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-03-28,0,529.0,0.0,135.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,50.0,1658.0,0.0,318.0,511.0,1096.0,7124.0,3438.0,14805.0,2.0,400.0,0.0,0.0,0.0,4.0,69.0,0,0.0,0.0,0,0,22.0,15.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-03-29,0,490.0,0.0,110.0,0.0,0.0,0.0,0,0.0,0,0,58.0,0.0,60.0,1630.0,0.0,374.0,490.0,337.0,3878.0,3451.0,14363.0,7.0,443.0,0.0,1.0,0.0,0.0,47.0,0,0.0,0.0,0,0,46.0,18.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-03-30,0,480.0,0.0,124.0,0.0,0.0,0.0,0,0.0,0,0,68.0,0.0,59.0,1194.0,0.0,525.0,382.0,322.0,4381.0,4375.0,13124.0,2.0,460.0,0.0,2.0,0.0,0.0,19.0,0,0.0,0.0,0,0,37.0,13.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-03-31,0,383.0,0.0,89.0,0.0,0.0,0.0,0,0.0,0,0,80.0,0.0,39.0,1477.0,0.0,576.0,421.0,256.0,4683.0,4962.0,10556.0,2.0,456.0,0.0,0.0,0.0,0.0,55.0,0,648.0,0.0,0,0,19.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-01,0,337.0,0.0,80.0,0.0,0.0,0.0,0,0.0,0,0,75.0,0.0,46.0,1562.0,0.0,902.0,505.0,307.0,4661.0,5179.0,11859.0,6.0,154.0,0.0,0.0,0.0,0.0,84.0,0,1204.0,0.0,0,0,0.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-02,0,435.0,0.0,139.0,0.0,0.0,0.0,0,0.0,0,0,95.0,0.0,57.0,1782.0,0.0,857.0,600.0,296.0,7456.0,5416.0,13864.0,6.0,52.0,0.0,0.0,0.0,0.0,55.0,0,736.0,0.0,0,0,0.0,19.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-03,0,524.0,0.0,142.0,0.0,0.0,0.0,0,0.0,0,0,79.0,0.0,61.0,1488.0,0.0,804.0,633.0,319.0,6023.0,4668.0,14321.0,6.0,18.0,0.0,0.0,0.0,0.0,67.0,0,0.0,0.0,0,0,8.0,16.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-04,0,511.0,0.0,129.0,0.0,0.0,0.0,0,0.0,0,0,81.0,0.0,50.0,1493.0,0.0,785.0,454.0,361.0,7174.0,4167.0,13325.0,5.0,16.0,0.0,1.0,0.0,0.0,72.0,0,0.0,0.0,0,0,27.0,19.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-05,0,504.0,0.0,116.0,0.0,0.0,0.0,0,0.0,0,0,1717.0,0.0,39.0,1131.0,0.0,786.0,661.0,398.0,5347.0,4513.0,13348.0,3.0,12.0,0.0,1.0,0.0,0.0,38.0,0,889.0,0.0,0,0,31.0,22.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-06,0,441.0,0.0,97.0,0.0,0.0,0.0,0,0.0,0,0,2775.0,0.0,43.0,1317.0,0.0,772.0,422.0,368.0,6049.0,4216.0,12187.0,3.0,3.0,0.0,1.0,0.0,0.0,49.0,0,1463.0,0.0,0,0,27.0,21.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-07,0,359.0,0.0,80.0,0.0,0.0,0.0,0,0.0,0,0,948.0,0.0,62.0,1260.0,0.0,559.0,376.0,463.0,4647.0,13246.0,7951.0,7.0,0.0,0.0,2.0,0.0,0.0,43.0,0,0.0,0.0,0,0,18.0,13.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-08,0,262.0,0.0,85.0,0.0,0.0,0.0,0,0.0,0,0,67.0,0.0,92.0,2502.0,0.0,782.0,463.0,473.0,3876.0,14393.0,8824.0,4.0,137.0,0.0,6.0,0.0,0.0,89.0,0,0.0,0.0,0,0,15.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-09,0,353.0,0.0,84.0,0.0,0.0,0.0,0,0.0,0,0,100.0,0.0,91.0,1734.0,0.0,845.0,535.0,463.0,6684.0,15187.0,10461.0,2.0,33.0,0.0,0.0,0.0,0.0,79.0,0,0.0,0.0,0,0,22.0,14.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-10,0,488.0,0.0,99.0,0.0,0.0,0.0,0,0.0,0,0,81.0,0.0,53.0,2155.0,0.0,617.0,588.0,400.0,6030.0,15544.0,12021.0,3.0,36.0,0.0,0.0,0.0,0.0,74.0,0,0.0,0.0,0,0,24.0,18.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-11,0,467.0,0.0,105.0,0.0,0.0,0.0,0,0.0,0,0,77.0,0.0,46.0,1307.0,0.0,653.0,419.0,415.0,6861.0,14425.0,11535.0,6.0,168.0,0.0,1.0,0.0,0.0,42.0,0,515.0,0.0,0,0,27.0,13.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-12,0,431.0,0.0,104.0,0.0,0.0,0.0,0,0.0,0,0,58.0,0.0,45.0,1431.0,0.0,810.0,586.0,635.0,4899.0,15703.0,12284.0,5.0,106.0,0.0,1.0,0.0,0.0,18.0,0,337.0,0.0,0,0,21.0,15.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-13,0,338.0,0.0,83.0,0.0,0.0,0.0,0,0.0,0,0,56.0,0.0,59.0,1148.0,0.0,583.0,335.0,886.0,5466.0,14594.0,11108.0,3.0,118.0,0.0,2.0,0.0,0.0,35.0,0,0.0,0.0,0,0,24.0,15.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-14,0,302.0,0.0,118.0,0.0,0.0,0.0,0,0.0,0,0,55.0,0.0,59.0,1498.0,0.0,637.0,416.0,1488.0,5807.0,14481.0,10718.0,2.0,132.0,0.0,2.0,0.0,0.0,52.0,0,0.0,0.0,0,0,13.0,18.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-15,0,220.0,0.0,89.0,0.0,0.0,0.0,0,0.0,0,0,74.0,0.0,57.0,1215.0,0.0,600.0,453.0,1913.0,4253.0,15207.0,10104.0,7.0,183.0,0.0,2.0,0.0,0.0,101.0,0,0.0,0.0,0,0,14.0,17.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-16,0,301.0,0.0,93.0,0.0,0.0,0.0,0,0.0,0,0,79.0,0.0,69.0,1763.0,0.0,378.0,552.0,1576.0,6883.0,17181.0,11623.0,3.0,124.0,0.0,2.0,0.0,0.0,107.0,0,0.0,0.0,0,0,22.0,10.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-17,0,391.0,0.0,146.0,0.0,0.0,0.0,0,0.0,0,0,83.0,0.0,88.0,1407.0,0.0,647.0,795.0,1233.0,7164.0,15600.0,15722.0,7.0,118.0,0.0,1.0,0.0,0.0,93.0,0,0.0,0.0,0,0,39.0,8.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-18,0,546.0,0.0,112.0,0.0,0.0,0.0,0,0.0,0,0,64.0,0.0,57.0,1286.0,0.0,761.0,457.0,1686.0,7328.0,13787.0,12225.0,3.0,144.0,0.0,5.0,0.0,0.0,104.0,0,0.0,0.0,0,0,33.0,27.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-19,0,416.0,0.0,101.0,0.0,0.0,0.0,0,0.0,0,0,63.0,0.0,46.0,1058.0,0.0,588.0,627.0,1744.0,5367.0,12616.0,11637.0,5.0,126.0,0.0,4.0,0.0,0.0,44.0,0,0.0,0.0,0,0,34.0,13.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-20,0,498.0,0.0,85.0,0.0,0.0,0.0,0,0.0,0,0,53.0,0.0,64.0,1628.0,0.0,567.0,365.0,1404.0,6599.0,13442.0,10556.0,6.0,143.0,0.0,2.0,0.0,0.0,128.0,0,1031.0,0.0,0,0,37.0,15.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-21,0,406.0,0.0,76.0,0.0,0.0,0.0,0,0.0,0,0,47.0,0.0,46.0,1678.0,0.0,440.0,448.0,1075.0,5513.0,12586.0,8240.0,3.0,144.0,0.0,2.0,0.0,0.0,114.0,0,0.0,0.0,0,0,21.0,8.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-22,0,348.0,0.0,67.0,0.0,0.0,0.0,0,0.0,0,0,49.0,0.0,53.0,2016.0,0.0,470.0,559.0,1328.0,4755.0,13584.0,10212.0,6.0,227.0,0.0,14.0,0.0,0.0,148.0,0,0.0,0.0,0,0,21.0,7.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-23,0,445.0,0.0,67.0,0.0,0.0,0.0,0,0.0,0,0,71.0,0.0,49.0,1959.0,0.0,857.0,591.0,1471.0,7875.0,14882.0,13189.0,5.0,229.0,0.0,6.0,0.0,0.0,183.0,0,0.0,0.0,0,0,25.0,24.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-24,0,500.0,0.0,119.0,0.0,0.0,0.0,0,0.0,0,0,62.0,0.0,55.0,2117.0,0.0,644.0,581.0,1392.0,6556.0,14085.0,15530.0,5.0,108.0,0.0,5.0,0.0,0.0,119.0,0,0.0,0.0,0,0,41.0,19.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-25,0,505.0,0.0,140.0,0.0,0.0,0.0,0,0.0,0,0,2807.0,0.0,57.0,1883.0,0.0,479.0,524.0,1114.0,7908.0,13000.0,15002.0,6.0,147.0,0.0,3.0,0.0,0.0,90.0,0,1345.0,0.0,0,0,28.0,14.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-26,0,393.0,0.0,116.0,0.0,0.0,0.0,0,0.0,0,0,4624.0,0.0,57.0,1805.0,0.0,519.0,647.0,1109.0,5641.0,13752.0,14158.0,2.0,138.0,0.0,6.0,0.0,0.0,65.0,0,0.0,0.0,0,0,26.0,16.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-27,0,459.0,0.0,116.0,0.0,0.0,0.0,0,0.0,0,0,1719.0,0.0,43.0,1843.0,0.0,421.0,435.0,2061.0,6514.0,12420.0,13006.0,8.0,124.0,0.0,5.0,0.0,0.0,65.0,0,0.0,0.0,0,0,26.0,13.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-28,0,381.0,0.0,86.0,0.0,0.0,0.0,0,0.0,0,0,41.0,0.0,53.0,1748.0,0.0,386.0,452.0,1961.0,5611.0,13708.0,10099.0,7.0,25.0,0.0,6.0,0.0,0.0,69.0,0,0.0,0.0,0,0,15.0,14.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-29,0,255.0,0.0,51.0,0.0,0.0,0.0,0,0.0,0,0,43.0,0.0,46.0,1947.0,0.0,514.0,501.0,2329.0,4188.0,14329.0,10087.0,9.0,122.0,0.0,3.0,0.0,0.0,64.0,0,0.0,0.0,0,0,14.0,11.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-04-30,0,273.0,0.0,68.0,0.0,0.0,0.0,0,0.0,0,0,61.0,0.0,48.0,1893.0,0.0,537.0,513.0,2781.0,5792.0,12911.0,9467.0,4.0,89.0,0.0,1.0,0.0,0.0,155.0,0,0.0,0.0,0,0,14.0,15.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-01,0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,75.0,0.0,85.0,2127.0,0.0,521.0,648.0,2355.0,6222.0,14137.0,13162.0,5.0,31.0,0.0,6.0,0.0,0.0,136.0,0,1466.0,0.0,0,0,0.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,70.0,0.0,65.0,1767.0,0.0,275.0,487.0,2272.0,7270.0,14219.0,11554.0,3.0,28.0,0.0,2.0,0.0,0.0,176.0,0,0.0,0.0,0,0,0.0,14.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,550.0,0.0,62.0,1813.0,0.0,269.0,661.0,2215.0,5487.0,13483.0,12195.0,4.0,35.0,0.0,2.0,0.0,0.0,120.0,0,912.0,0.0,0,0,0.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1123.0,0.0,46.0,1653.0,0.0,535.0,435.0,3049.0,6418.0,12939.0,11301.0,4.0,31.0,0.0,2.0,0.0,0.0,109.0,0,0.0,0.0,0,0,12.0,7.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,649.0,0.0,53.0,2926.0,0.0,559.0,444.0,2920.0,5177.0,13192.0,10028.0,5.0,57.0,0.0,2.0,0.0,0.0,122.0,0,0.0,0.0,0,0,9.0,11.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,60.0,0.0,59.0,2937.0,0.0,670.0,489.0,2622.0,4510.0,12881.0,13239.0,6.0,153.0,0.0,2.0,0.0,0.0,137.0,0,1053.0,0.0,0,0,13.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,51.0,0.0,77.0,3048.0,0.0,842.0,664.0,2473.0,7514.0,14175.0,16606.0,3.0,153.0,0.0,1.0,0.0,0.0,72.0,0,625.0,0.0,0,0,29.0,20.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-08,0,485.0,0.0,90.0,0.0,0.0,0.0,0,0.0,0,0,58.0,0.0,58.0,3010.0,0.0,858.0,713.0,2172.0,6490.0,11352.0,17374.0,6.0,50.0,0.0,3.0,0.0,0.0,149.0,0,980.0,0.0,0,0,44.0,14.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-09,0,502.0,0.0,93.0,0.0,0.0,0.0,0,0.0,0,0,73.0,0.0,68.0,1936.0,0.0,684.0,530.0,2229.0,7258.0,9591.0,14071.0,5.0,0.0,0.0,1.0,0.0,0.0,68.0,0,0.0,0.0,0,0,18.0,21.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-10,0,487.0,0.0,81.0,0.0,0.0,0.0,0,0.0,0,0,2259.0,0.0,52.0,1993.0,0.0,673.0,642.0,2145.0,5419.0,9694.0,14287.0,6.0,0.0,0.0,2.0,0.0,0.0,80.0,0,0.0,0.0,0,0,27.0,22.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-11,0,497.0,0.0,68.0,0.0,0.0,0.0,0,0.0,0,0,4546.0,0.0,77.0,1501.0,0.0,690.0,440.0,2298.0,6569.0,9995.0,12890.0,3.0,0.0,0.0,1.0,0.0,0.0,52.0,0,0.0,0.0,0,0,43.0,20.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-12,0,399.0,0.0,44.0,0.0,0.0,0.0,0,0.0,0,0,1743.0,0.0,78.0,1533.0,0.0,496.0,487.0,2559.0,5306.0,9552.0,10430.0,3.0,45.0,0.0,3.0,0.0,0.0,61.0,0,0.0,0.0,0,0,30.0,13.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-13,0,243.0,0.0,38.0,0.0,0.0,0.0,0,0.0,0,0,47.0,0.0,69.0,1892.0,0.0,248.0,500.0,2455.0,4484.0,10719.0,11255.0,4.0,12.0,0.0,1.0,0.0,0.0,69.0,0,1239.0,0.0,0,0,16.0,4.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-14,0,364.0,0.0,75.0,0.0,0.0,0.0,0,0.0,0,0,58.0,0.0,75.0,2338.0,0.0,273.0,735.0,2476.0,7790.0,11577.0,14054.0,3.0,16.0,0.0,2.0,0.0,0.0,103.0,0,0.0,0.0,0,0,25.0,15.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-15,0,529.0,0.0,92.0,0.0,0.0,0.0,0,0.0,0,0,9.0,0.0,92.0,471.0,0.0,324.0,742.0,2121.0,6446.0,7508.0,14832.0,7.0,17.0,0.0,3.0,0.0,0.0,17.0,0,860.0,0.0,0,0,34.0,15.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-16,0,463.0,0.0,71.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,82.0,198.0,0.0,278.0,493.0,2604.0,7092.0,6378.0,13218.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,18.0,7.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-17,0,444.0,0.0,77.0,0.0,0.0,0.0,0,0.0,0,0,72.0,0.0,69.0,1032.0,0.0,260.0,653.0,2385.0,5293.0,8373.0,14589.0,2.0,27.0,0.0,0.0,0.0,0.0,51.0,0,0.0,0.0,0,0,30.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-18,0,358.0,0.0,76.0,0.0,0.0,0.0,0,0.0,0,0,86.0,0.0,42.0,835.0,0.0,253.0,345.0,3067.0,5862.0,8389.0,12933.0,3.0,15.0,0.0,2.0,0.0,0.0,20.0,0,0.0,0.0,0,0,20.0,10.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-19,0,334.0,0.0,57.0,0.0,0.0,0.0,0,0.0,0,0,80.0,0.0,35.0,640.0,0.0,92.0,474.0,3609.0,5062.0,6035.0,9973.0,4.0,15.0,0.0,1.0,0.0,0.0,34.0,0,0.0,0.0,0,0,10.0,19.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-20,0,262.0,0.0,61.0,0.0,0.0,0.0,0,0.0,0,0,78.0,0.0,58.0,867.0,0.0,89.0,408.0,2716.0,4231.0,5559.0,11211.0,8.0,24.0,0.0,1.0,0.0,0.0,48.0,0,1355.0,0.0,0,0,15.0,5.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-21,0,358.0,0.0,67.0,0.0,0.0,0.0,0,0.0,0,0,50.0,0.0,92.0,477.0,0.0,123.0,617.0,1791.0,6999.0,5246.0,13325.0,0.0,36.0,0.0,1.0,0.0,0.0,18.0,0,748.0,0.0,0,0,33.0,17.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-22,0,462.0,0.0,81.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,66.0,228.0,0.0,100.0,712.0,2007.0,5978.0,2917.0,14211.0,4.0,67.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,13.0,9.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-23,0,439.0,0.0,82.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,64.0,208.0,0.0,86.0,439.0,2229.0,6507.0,2765.0,11707.0,6.0,69.0,0.0,0.0,0.0,0.0,0.0,0,264.0,0.0,0,0,0.0,11.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-24,0,356.0,0.0,76.0,0.0,0.0,0.0,0,0.0,0,0,0.0,222.0,43.0,141.0,0.0,87.0,518.0,1893.0,4661.0,4907.0,11642.0,8.0,64.0,0.0,0.0,0.0,0.0,0.0,0,768.0,0.0,0,0,0.0,11.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-25,0,303.0,0.0,78.0,0.0,0.0,0.0,0,0.0,0,0,0.0,978.0,66.0,98.0,0.0,54.0,348.0,1950.0,6243.0,4258.0,12339.0,7.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,10.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-26,0,297.0,0.0,51.0,0.0,0.0,0.0,0,0.0,0,0,0.0,301.0,28.0,36.0,0.0,43.0,411.0,1894.0,5272.0,3617.0,9397.0,4.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,10.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-27,0,238.0,0.0,54.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,20.0,33.0,0.0,55.0,401.0,1913.0,3757.0,3793.0,9607.0,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0,1312.0,0.0,0,0,0.0,6.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-28,0,346.0,0.0,79.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,35.0,60.0,0.0,60.0,540.0,2044.0,7146.0,3774.0,12316.0,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,12.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-29,0,476.0,0.0,117.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,41.0,42.0,0.0,75.0,555.0,1580.0,6392.0,5963.0,13851.0,4.0,64.0,0.0,0.0,0.0,0.0,0.0,0,967.0,0.0,0,0,0.0,5.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-30,0,479.0,0.0,91.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,34.0,46.0,0.0,54.0,458.0,1825.0,7374.0,5848.0,13191.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,15.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-05-31,0,434.0,0.0,99.0,0.0,0.0,0.0,0,0.0,0,0,1910.0,0.0,31.0,43.0,0.0,36.0,608.0,1459.0,5194.0,5420.0,13648.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-06-01,0,413.0,0.0,92.0,0.0,0.0,0.0,0,0.0,0,0,3284.0,0.0,36.0,33.0,0.0,57.0,381.0,1762.0,6265.0,5332.0,12664.0,5.0,69.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,8.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-06-02,0,323.0,0.0,66.0,0.0,0.0,0.0,0,0.0,0,0,1222.0,0.0,37.0,37.0,0.0,73.0,450.0,2225.0,5180.0,3301.0,10328.0,3.0,65.0,0.0,0.0,0.0,0.0,0.0,0,274.0,0.0,0,0,0.0,10.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-06-03,0,273.0,0.0,76.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,37.0,40.0,0.0,71.0,501.0,2372.0,4554.0,3246.0,12085.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0,1414.0,0.0,0,0,0.0,13.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-06-04,0,345.0,0.0,99.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,51.0,69.0,0.0,97.0,562.0,2553.0,7328.0,2818.0,14017.0,5.0,64.0,0.0,0.0,0.0,0.0,0.0,0,881.0,0.0,0,0,0.0,8.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-06-05,0,408.0,0.0,98.0,0.0,0.0,0.0,0,0.0,0,0,58.0,0.0,42.0,52.0,0.0,124.0,603.0,1581.0,6149.0,2436.0,13319.0,4.0,49.0,0.0,1.0,0.0,0.0,0.0,0,1512.0,0.0,0,0,0.0,10.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-06-06,0,330.0,0.0,95.0,0.0,0.0,0.0,0,0.0,0,0,90.0,0.0,42.0,46.0,0.0,124.0,472.0,1801.0,7650.0,1850.0,12893.0,2.0,65.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,13.0,0,0,0.0,0.0,0,0,0.0,0.0
2017-06-07,0,470.0,0.0,108.0,0.0,0.0,0.0,0,0.0,0,0,76.0,0.0,42.0,49.0,0.0,430.0,675.0,1933.0,6264.0,6438.0,13078.0,4.0,61.0,0.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,13.0,0,0,0.0,0.0,0,0,0.0,0.0
