,Media_Adwell_upperfunnel_native,Media_DBM_lowerfunnel_display,Media_DBM_midfunnel_display,Media_DBM_upperfunnel_display,Media_DBM_upperfunnel_video,Media_DC_DBM_upperfunnel_video,Media_Eurosize_upperfunnel_OOH_JCD,Media_Eurosize_upperfunnel_OOH_VA,Media_Facebook_lowerfunnel_display,Media_Facebook_lowerfunnel_video,Media_Facebook_upperfunnel_display,Media_Facebook_upperfunnel_video,Media_Flygstart_upperfunnel_newsletter,Media_Google_lowerfunnel_display,Media_Google_midfunnel_display,Media_Google_upperfunnel_display,Media_Google_video_lowerfunnel_Youtube,Media_Google_video_upperfunnel_Youtube,Media_HejSenior_upperfunnel_newsletter,Media_Instagram_lowerfunnel_display,Media_Instagram_lowerfunnel_video,Media_Instagram_upperfunnel_display,Media_Instagram_upperfunnel_video,Media_MediaMath_upperfunnel_video,Media_Newsletter_lowerfunnel,Media_Newsner_midfunnel_native,Media_Online_radio_upperfunnel,Media_Radio_upperfunnel,Media_Secreteescape_midfunnel_display,Media_Smarter_Travel_upperfunnel_affiliate,Media_Snapchat_upperfunnel_display,Media_Snapchat_upperfunnel_video,Media_Sociomantic_lowerfunnel_retarg_display,Media_Sociomantic_upperfunnel_prospecting_display,Media_TV_upperfunnel,Media_Tiktok_upperfunnel_video,Media_TradeTracker_upperfunnel_affiliate,Media_Youtube_Masthead_upperfunnel_video
2016-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367011.0,39868.0,0.0,288285.0,0.0,1328945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332686.0,12530.0,0,0.0,0.0,364275.0,0.0,4413166.0,0.0,0.0,0.0
2016-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293079.0,103224.0,0.0,284030.0,0.0,1524287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273280.0,15041.0,0,0.0,0.0,377794.0,0.0,871223.0,0.0,0.0,0.0
2016-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367932.0,63487.0,0.0,280817.0,0.0,1562174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7392.0,0.0,0.0,1144233.0,9881.0,0,0.0,0.0,377021.0,0.0,1571884.0,0.0,0.0,0.0
2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313566.0,0.0,0.0,262325.0,0.0,1598797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220423.0,11125.0,0,0.0,0.0,376703.0,0.0,1876172.0,0.0,0.0,0.0
2016-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260193.0,0.0,0.0,240581.0,0.0,1500594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11769.0,0.0,0.0,1330383.0,4879.0,0,0.0,0.0,375517.0,0.0,2311033.0,0.0,0.0,0.0
2016-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171852.0,0.0,0.0,285418.0,0.0,1526474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334577.0,12000.0,0,0.0,0.0,416641.0,0.0,3904280.0,0.0,0.0,0.0
2016-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57785.0,0.0,0.0,292240.0,0.0,1446549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10087.0,0.0,0.0,315469.0,16560.0,0,0.0,0.0,396083.0,0.0,657022.0,0.0,0.0,0.0
2016-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18763.0,42238.0,0.0,289062.0,0.0,993482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10684.0,0.0,0.0,419879.0,13124.0,0,0.0,0.0,393064.0,0.0,792005.0,0.0,0.0,0.0
2016-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22150.0,58672.0,0.0,281212.0,0.0,968578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12770.0,0.0,0.0,358973.0,14357.0,0,0.0,0.0,392744.0,0.0,1194785.0,0.0,0.0,0.0
2016-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21356.0,39667.0,0.0,269869.0,0.0,875097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260667.0,10437.0,0,0.0,0.0,393022.0,0.0,780963.0,0.0,0.0,0.0
2016-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20482.0,14226.0,0.0,233498.0,0.0,853266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425175.0,9581.0,0,0.0,0.0,390955.0,0.0,424593.0,0.0,0.0,0.0
2016-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16670.0,0.0,0.0,200282.0,0.0,797560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10911.0,0.0,0.0,258043.0,3933.0,0,0.0,0.0,391586.0,0.0,623293.0,0.0,0.0,0.0
2016-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19169.0,0.0,0.0,310973.0,0.0,1014482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308146.0,12473.0,0,0.0,0.0,392321.0,0.0,851793.0,0.0,0.0,0.0
2016-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21309.0,0.0,0.0,339077.0,0.0,1245584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10198.0,0.0,0.0,511718.0,18726.0,0,0.0,0.0,388893.0,0.0,0.0,0.0,0.0,0.0
2016-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32798.0,0.0,0.0,362209.0,0.0,1216480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533078.0,8435.0,0,0.0,0.0,362041.0,0.0,0.0,0.0,0.0,0.0
2016-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37729.0,0.0,0.0,359279.0,0.0,1632537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541974.0,12439.0,0,0.0,0.0,348331.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36461.0,0.0,0.0,372143.0,0.0,1145411.0,142.0,29918.0,0.0,0.0,0.0,0.0,0.0,0.0,10198.0,0.0,0.0,717122.0,7985.0,0,0.0,0.0,347117.0,0.0,0.0,0.0,0.0,0.0
2016-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164255.0,0.0,0.0,310073.0,0.0,1025466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473996.0,9014.0,0,0.0,0.0,350262.0,0.0,0.0,0.0,0.0,0.0
2016-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335286.0,209.0,0.0,258260.0,0.0,938839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11058.0,0.0,0.0,334774.0,2520.0,0,0.0,0.0,346940.0,0.0,0.0,0.0,0.0,0.0
2016-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392638.0,11708.0,0.0,266227.0,0.0,1004151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10680.0,0.0,0.0,621777.0,8226.0,0,0.0,0.0,346906.0,0.0,0.0,0.0,0.0,0.0
2016-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448103.0,6338.0,0.0,279496.0,0.0,1018293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596391.0,13938.0,0,0.0,0.0,348390.0,0.0,0.0,0.0,0.0,0.0
2016-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365126.0,0.0,0.0,278112.0,0.0,1096240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10534.0,0.0,0.0,603544.0,10409.0,0,0.0,0.0,347085.0,0.0,0.0,0.0,0.0,0.0
2016-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414024.0,0.0,0.0,349432.0,0.0,1112618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629673.0,14206.0,0,0.0,0.0,347615.0,0.0,0.0,0.0,0.0,0.0
2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359340.0,0.0,0.0,399066.0,0.0,1424585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652049.0,5894.0,0,0.0,0.0,347765.0,0.0,0.0,0.0,0.0,0.0
2016-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352104.0,0.0,0.0,435081.0,0.0,1221816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484357.0,3265.0,0,0.0,0.0,348027.0,0.0,0.0,0.0,0.0,0.0
2016-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426620.0,0.0,0.0,371232.0,0.0,999036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11635.0,0.0,0.0,351363.0,0.0,0,0.0,0.0,348845.0,0.0,0.0,0.0,0.0,0.0
2016-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328207.0,0.0,0.0,380259.0,0.0,1382327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660850.0,0.0,0,0.0,0.0,348461.0,0.0,0.0,0.0,0.0,0.0
2016-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130887.0,19363.0,0.0,452198.0,0.0,1279619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9650.0,0.0,0.0,0.0,18380.0,0,0.0,0.0,348768.0,0.0,0.0,0.0,0.0,0.0
2016-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135095.0,13061.0,0.0,601637.0,0.0,1350448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123888.0,10559.0,0,0.0,0.0,348385.0,0.0,0.0,0.0,0.0,0.0
2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203526.0,28929.0,0.0,573448.0,0.0,1066602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12808.0,0,0.0,0.0,347441.0,0.0,0.0,0.0,0.0,0.0
2016-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193791.0,0.0,0.0,502812.0,0.0,1101638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12275.0,0.0,0.0,33129.0,10172.0,0,0.0,0.0,348842.0,0.0,0.0,0.0,0.0,0.0
2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176887.0,44648.0,0.0,473467.0,0.0,1049364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11233.0,0,0.0,0.0,529866.0,0.0,0.0,0.0,0.0,0.0
2016-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191881.0,74855.0,0.0,381049.0,0.0,935405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12256.0,0.0,0.0,0.0,5908.0,0,0.0,0.0,346746.0,0.0,0.0,0.0,0.0,0.0
2016-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214274.0,30163.0,0.0,417297.0,0.0,1075307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12451.0,0,0.0,0.0,346057.0,0.0,0.0,0.0,0.0,0.0
2016-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219504.0,0.0,0.0,415725.0,0.0,944371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7893.0,0.0,0.0,40090.0,17791.0,0,0.0,0.0,347377.0,0.0,0.0,0.0,0.0,0.0
2016-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219239.0,0.0,0.0,324364.0,0.0,877068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24476.0,12408.0,0,0.0,0.0,348324.0,0.0,0.0,0.0,0.0,0.0
2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208300.0,0.0,0.0,278133.0,0.0,809631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33041.0,13718.0,0,0.0,0.0,348282.0,0.0,0.0,0.0,0.0,0.0
2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204727.0,0.0,0.0,311968.0,0.0,749859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8452.0,0.0,0.0,94395.0,10746.0,0,0.0,0.0,336677.0,0.0,0.0,0.0,0.0,0.0
2016-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192009.0,0.0,0.0,335666.0,0.0,998380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58374.0,9951.0,0,0.0,0.0,322428.0,0.0,0.0,0.0,0.0,0.0
2016-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175857.0,0.0,0.0,321285.0,0.0,1023298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10843.0,0.0,0.0,0.0,4103.0,0,0.0,0.0,320173.0,0.0,0.0,0.0,0.0,0.0
2016-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194412.0,0.0,0.0,351240.0,0.0,1267973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26371.0,10076.0,0,0.0,0.0,321303.0,0.0,0.0,0.0,0.0,0.0
2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206121.0,102556.0,0.0,371127.0,0.0,1388143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11596.0,0.0,0.0,245823.0,16015.0,0,0.0,0.0,322159.0,0.0,0.0,0.0,0.0,0.0
2016-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160012.0,189059.0,0.0,345782.0,0.0,1319648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300623.0,11863.0,0,0.0,0.0,323440.0,0.0,0.0,0.0,0.0,0.0
2016-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174449.0,200713.0,0.0,341504.0,0.0,1221925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478283.0,13945.0,0,0.0,0.0,329630.0,0.0,0.0,0.0,0.0,0.0
2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244920.0,66303.0,0.0,350186.0,0.0,1353350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11347.0,0.0,0.0,167558.0,18372.0,0,0.0,0.0,334736.0,0.0,0.0,0.0,0.0,0.0
2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173836.0,78096.0,0.0,333876.0,0.0,1105395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258240.0,10029.0,0,0.0,0.0,335591.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187903.0,115550.0,0.0,366982.0,0.0,1306107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11451.0,0.0,0.0,202584.0,0.0,0,0.0,0.0,323830.0,0.0,0.0,0.0,0.0,0.0
2016-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189347.0,136028.0,0.0,458466.0,0.0,1682104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171838.0,0.0,0,0.0,0.0,330322.0,0.0,0.0,0.0,0.0,0.0
2016-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200560.0,121057.0,0.0,501317.0,0.0,1576590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10976.0,0.0,0.0,0.0,0.0,0,0.0,0.0,332643.0,0.0,0.0,0.0,0.0,0.0
2016-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216687.0,97283.0,0.0,429613.0,0.0,1619190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6850.0,0,0.0,0.0,333061.0,0.0,0.0,0.0,0.0,0.0
2016-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241167.0,101055.0,0.0,398024.0,0.0,1477763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13685.0,0,0.0,0.0,332252.0,0.0,0.0,0.0,0.0,0.0
2016-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233817.0,96931.0,0.0,423204.0,9840.0,1396907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9820.0,0,0.0,0.0,332552.0,0.0,0.0,0.0,0.0,0.0
2016-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182685.0,126431.0,0.0,414817.0,5402.0,1443331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10034.0,0,0.0,0.0,330358.0,0.0,0.0,0.0,0.0,0.0
2016-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250535.0,81219.0,0.0,394432.0,6769.0,1575426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11656.0,0.0,0.0,0.0,5356.0,0,0.0,0.0,329131.0,0.0,0.0,0.0,0.0,0.0
2016-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208540.0,95738.0,0.0,542375.0,6311.0,2059267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13174.0,0,0.0,0.0,328660.0,0.0,0.0,0.0,0.0,0.0
2016-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156840.0,124510.0,0.0,536891.0,6555.0,1839552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18375.0,0,0.0,0.0,333461.0,0.0,0.0,0.0,0.0,0.0
2016-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150327.0,123799.0,0.0,680039.0,12700.0,1647918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12532.0,0,0.0,0.0,334563.0,0.0,0.0,0.0,0.0,0.0
2016-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171524.0,85857.0,0.0,471284.0,14761.0,1743059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8737.0,0.0,0.0,0.0,13592.0,0,0.0,0.0,333201.0,0.0,0.0,0.0,0.0,0.0
2016-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137806.0,47910.0,0.0,570092.0,23980.0,1855585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12436.0,0.0,0.0,0.0,11159.0,0,0.0,0.0,330233.0,0.0,0.0,0.0,0.0,0.0
2016-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121372.0,22694.0,0.0,351183.0,27101.0,1260500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12231.0,0.0,0.0,0.0,9799.0,0,0.0,0.0,331530.0,0.0,0.0,0.0,0.0,0.0
2016-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152694.0,23624.0,0.0,374222.0,24980.0,1211326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4818.0,0,0.0,0.0,329138.0,0.0,0.0,0.0,0.0,0.0
2016-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160448.0,26671.0,0.0,537633.0,25440.0,1558834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7602.0,0.0,0.0,0.0,12129.0,0,0.0,0.0,327529.0,0.0,0.0,0.0,0.0,0.0
2016-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94196.0,11312.0,0.0,541829.0,38627.0,1334127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12210.0,0.0,0.0,0.0,17639.0,0,0.0,0.0,322211.0,0.0,0.0,0.0,0.0,0.0
2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76928.0,2125.0,0.0,556736.0,39567.0,1300875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11467.0,0,0.0,0.0,309354.0,0.0,0.0,0.0,0.0,0.0
2016-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86612.0,2554.0,0.0,556753.0,46055.0,1375190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13970.0,0,0.0,0.0,309610.0,0.0,0.0,0.0,0.0,0.0
2016-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126691.0,2569.0,0.0,449260.0,34858.0,1155911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6918.0,0,0.0,0.0,309403.0,0.0,0.0,0.0,0.0,0.0
2016-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87334.0,2431.0,0.0,391113.0,34632.0,1157379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10689.0,0,0.0,0.0,309623.0,0.0,0.0,0.0,0.0,0.0
2016-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96289.0,2416.0,0.0,397528.0,31494.0,1111308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7537.0,0.0,0.0,0.0,6126.0,0,0.0,0.0,309021.0,0.0,0.0,0.0,0.0,0.0
2016-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103568.0,2722.0,0.0,410707.0,31520.0,1377793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12082.0,0,0.0,0.0,305888.0,0.0,0.0,0.0,0.0,0.0
2016-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37744.0,23461.0,0.0,360178.0,31675.0,1171210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10093.0,0.0,0.0,0.0,16408.0,0,0.0,0.0,306023.0,0.0,0.0,0.0,0.0,0.0
2016-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54759.0,2843.0,0.0,342638.0,30606.0,1009900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10962.0,0.0,0.0,0.0,11446.0,0,0.0,0.0,308887.0,0.0,0.0,0.0,0.0,0.0
2016-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39953.0,0.0,0.0,307430.0,23573.0,1019479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11788.0,0,0.0,0.0,296583.0,0.0,0.0,0.0,0.0,0.0
2016-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65778.0,2371.0,0.0,294863.0,27009.0,1074730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12511.0,0.0,0.0,0.0,17441.0,0,0.0,0.0,288252.0,0.0,0.0,0.0,0.0,0.0
2016-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78505.0,2910.0,0.0,269123.0,29561.0,1026421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7958.0,0,0.0,0.0,283668.0,0.0,0.0,0.0,0.0,0.0
2016-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35678.0,3567.0,0.0,254683.0,27066.0,1452703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10633.0,0.0,0.0,0.0,3490.0,0,0.0,0.0,282757.0,0.0,0.0,0.0,0.0,0.0
2016-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36391.0,4177.0,0.0,310640.0,23570.0,1641181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7432.0,0,0.0,0.0,298532.0,0.0,0.0,0.0,0.0,0.0
2016-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28161.0,4089.0,0.0,322649.0,33672.0,1712232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10444.0,0.0,0.0,0.0,13366.0,0,0.0,0.0,294063.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241223.0,3754.0,0.0,383859.0,38885.0,1661688.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3263.0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
2016-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258929.0,2608.0,0.0,400818.0,32974.0,1664868.0,0.0,1459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10598.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226177.0,2892.0,0.0,354583.0,34506.0,1668369.0,0.0,2264.0,0.0,0.0,0.0,0.0,0.0,0.0,9153.0,0.0,0.0,0.0,8018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
