Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Norsborg 2;97160;2.0

Parameternamn;Beskrivning;Enhet
Nederbörd;1 gång/dygn, kl 18;code

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1968-01-01 00:00:00;1974-12-31 23:59:59;15.0;59.2524;17.7989
1975-01-01 00:00:00;2022-02-28 23:59:59;8.671;59.2518;17.7960

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Nederbörd;Kvalitet;;Tidsutsnitt:
1971-02-13 06:00:01;1971-02-14 06:00:00;1971-02-13;regn;Y
1971-02-18 06:00:01;1971-02-19 06:00:00;1971-02-18;byar av snöblandat regn;Y
1971-02-19 06:00:01;1971-02-20 06:00:00;1971-02-19;snöblandat regn;Y
1971-02-21 06:00:01;1971-02-22 06:00:00;1971-02-21;snöblandat regn;Y
1971-02-22 06:00:01;1971-02-23 06:00:00;1971-02-22;snöblandat regn;Y
1971-02-23 06:00:01;1971-02-24 06:00:00;1971-02-23;snowfall;Y
1971-02-24 06:00:01;1971-02-25 06:00:00;1971-02-24;snowfall;Y
1971-02-25 06:00:01;1971-02-26 06:00:00;1971-02-25;snowfall;Y
1971-02-26 06:00:01;1971-02-27 06:00:00;1971-02-26;snowfall;Y
1971-02-27 06:00:01;1971-02-28 06:00:00;1971-02-27;snowfall;Y
1971-02-28 06:00:01;1971-03-01 06:00:00;1971-02-28;snowfall;Y
1971-05-03 06:00:01;1971-05-04 06:00:00;1971-05-03;regn;Y
1971-05-03 06:00:01;1971-05-04 06:00:00;1971-05-03;duggregn;Y
1971-05-15 06:00:01;1971-05-16 06:00:00;1971-05-15;regnskurar;Y
1971-05-18 06:00:01;1971-05-19 06:00:00;1971-05-18;regnskurar;Y
1971-05-25 06:00:01;1971-05-26 06:00:00;1971-05-25;regn;Y
1971-05-26 06:00:01;1971-05-27 06:00:00;1971-05-26;duggregn;Y
1971-05-26 06:00:01;1971-05-27 06:00:00;1971-05-26;regn;Y
1971-05-27 06:00:01;1971-05-28 06:00:00;1971-05-27;regn;Y
1971-07-01 06:00:01;1971-07-02 06:00:00;1971-07-01;regnskurar;Y
1971-07-12 06:00:01;1971-07-13 06:00:00;1971-07-12;regnskurar;Y
1971-07-14 06:00:01;1971-07-15 06:00:00;1971-07-14;regnskurar;Y
1971-07-15 06:00:01;1971-07-16 06:00:00;1971-07-15;regnskurar;Y
1971-07-16 06:00:01;1971-07-17 06:00:00;1971-07-16;regnskurar;Y
1971-07-18 06:00:01;1971-07-19 06:00:00;1971-07-18;regnskurar;Y
1971-07-19 06:00:01;1971-07-20 06:00:00;1971-07-19;regnskurar;Y
1971-07-20 06:00:01;1971-07-21 06:00:00;1971-07-20;regnskurar;Y
1971-07-21 06:00:01;1971-07-22 06:00:00;1971-07-21;regnskurar;Y
1971-07-22 06:00:01;1971-07-23 06:00:00;1971-07-22;regnskurar;Y
1971-07-25 06:00:01;1971-07-26 06:00:00;1971-07-25;regnskurar;Y
1971-07-26 06:00:01;1971-07-27 06:00:00;1971-07-26;regn;Y
1971-07-27 06:00:01;1971-07-28 06:00:00;1971-07-27;regn;Y
1971-07-28 06:00:01;1971-07-29 06:00:00;1971-07-28;regn;Y
1971-07-29 06:00:01;1971-07-30 06:00:00;1971-07-29;regn;Y
1971-07-30 06:00:01;1971-07-31 06:00:00;1971-07-30;regnskurar;Y
1971-08-01 06:00:01;1971-08-02 06:00:00;1971-08-01;regn;Y
1971-08-07 06:00:01;1971-08-08 06:00:00;1971-08-07;regnskurar;Y
1971-08-08 06:00:01;1971-08-09 06:00:00;1971-08-08;regn;Y
1971-08-11 06:00:01;1971-08-12 06:00:00;1971-08-11;regn;Y
1971-08-12 06:00:01;1971-08-13 06:00:00;1971-08-12;regn;Y
1971-08-14 06:00:01;1971-08-15 06:00:00;1971-08-14;regn;Y
1971-08-15 06:00:01;1971-08-16 06:00:00;1971-08-15;regn;Y
1971-08-16 06:00:01;1971-08-17 06:00:00;1971-08-16;regnskurar;Y
1971-08-27 06:00:01;1971-08-28 06:00:00;1971-08-27;regn;Y
1971-08-28 06:00:01;1971-08-29 06:00:00;1971-08-28;regn;Y
1971-08-29 06:00:01;1971-08-30 06:00:00;1971-08-29;regn;Y
1971-08-31 06:00:01;1971-09-01 06:00:00;1971-08-31;regnskurar;Y
1971-09-01 06:00:01;1971-09-02 06:00:00;1971-09-01;regn;Y
1971-09-02 06:00:01;1971-09-03 06:00:00;1971-09-02;regn;Y
1971-09-09 06:00:01;1971-09-10 06:00:00;1971-09-09;regn;Y
1971-09-10 06:00:01;1971-09-11 06:00:00;1971-09-10;regn;Y
1971-09-11 06:00:01;1971-09-12 06:00:00;1971-09-11;regn;Y
1971-09-14 06:00:01;1971-09-15 06:00:00;1971-09-14;regnskurar;Y
1971-09-17 06:00:01;1971-09-18 06:00:00;1971-09-17;regn;Y
1971-09-18 06:00:01;1971-09-19 06:00:00;1971-09-18;regn;Y
1971-09-20 06:00:01;1971-09-21 06:00:00;1971-09-20;regnskurar;Y
1971-09-24 06:00:01;1971-09-25 06:00:00;1971-09-24;regn;Y
1971-09-25 06:00:01;1971-09-26 06:00:00;1971-09-25;regn;Y
1971-09-30 06:00:01;1971-10-01 06:00:00;1971-09-30;regn;Y
1971-10-02 06:00:01;1971-10-03 06:00:00;1971-10-02;regn;Y
1971-10-03 06:00:01;1971-10-04 06:00:00;1971-10-03;regn;Y
1971-10-04 06:00:01;1971-10-05 06:00:00;1971-10-04;regn;Y
1971-10-07 06:00:01;1971-10-08 06:00:00;1971-10-07;regnskurar;Y
1971-10-10 06:00:01;1971-10-11 06:00:00;1971-10-10;regn;Y
1971-10-18 06:00:01;1971-10-19 06:00:00;1971-10-18;regn;Y
1971-10-19 06:00:01;1971-10-20 06:00:00;1971-10-19;regn;Y
1971-10-22 06:00:01;1971-10-23 06:00:00;1971-10-22;regn;Y
1971-10-24 06:00:01;1971-10-25 06:00:00;1971-10-24;regn;Y
1971-10-31 06:00:01;1971-11-01 06:00:00;1971-10-31;regn;Y
1971-11-04 06:00:01;1971-11-05 06:00:00;1971-11-04;regn;Y
1971-11-06 06:00:01;1971-11-07 06:00:00;1971-11-06;snowfall;Y
1971-11-07 06:00:01;1971-11-08 06:00:00;1971-11-07;regn;Y
1971-11-11 06:00:01;1971-11-12 06:00:00;1971-11-11;regn;Y
1971-11-13 06:00:01;1971-11-14 06:00:00;1971-11-13;snöblandat regn;Y
1971-11-15 06:00:01;1971-11-16 06:00:00;1971-11-15;regn;Y
1971-11-18 06:00:01;1971-11-19 06:00:00;1971-11-18;snöbyar;Y
1971-11-20 06:00:01;1971-11-21 06:00:00;1971-11-20;snowfall;Y
1971-11-21 06:00:01;1971-11-22 06:00:00;1971-11-21;snowfall;Y
1971-11-22 06:00:01;1971-11-23 06:00:00;1971-11-22;snowfall;Y
1971-11-23 06:00:01;1971-11-24 06:00:00;1971-11-23;snöbyar;Y
1971-11-24 06:00:01;1971-11-25 06:00:00;1971-11-24;snowfall;Y
1971-11-25 06:00:01;1971-11-26 06:00:00;1971-11-25;snowfall;Y
1971-11-30 06:00:01;1971-12-01 06:00:00;1971-11-30;duggregn;Y
1971-11-30 06:00:01;1971-12-01 06:00:00;1971-11-30;regn;Y
1971-12-03 06:00:01;1971-12-04 06:00:00;1971-12-03;snöblandat regn;Y
1971-12-04 06:00:01;1971-12-05 06:00:00;1971-12-04;duggregn;Y
1971-12-07 06:00:01;1971-12-08 06:00:00;1971-12-07;snöblandat regn;Y
1971-12-09 06:00:01;1971-12-10 06:00:00;1971-12-09;snowfall;Y
1971-12-13 06:00:01;1971-12-14 06:00:00;1971-12-13;regn;Y
1971-12-14 06:00:01;1971-12-15 06:00:00;1971-12-14;regn;Y
1971-12-15 06:00:01;1971-12-16 06:00:00;1971-12-15;regn;Y
1971-12-16 06:00:01;1971-12-17 06:00:00;1971-12-16;regn;Y
1971-12-19 06:00:01;1971-12-20 06:00:00;1971-12-19;regn;Y
1971-12-19 06:00:01;1971-12-20 06:00:00;1971-12-19;snöblandat regn;Y
1971-12-20 06:00:01;1971-12-21 06:00:00;1971-12-20;regn;Y
1971-12-21 06:00:01;1971-12-22 06:00:00;1971-12-21;duggregn;Y
1971-12-27 06:00:01;1971-12-28 06:00:00;1971-12-27;snöblandat regn;Y
1971-12-27 06:00:01;1971-12-28 06:00:00;1971-12-27;regn;Y
1971-12-27 06:00:01;1971-12-28 06:00:00;1971-12-27;snowfall;Y
1971-12-28 06:00:01;1971-12-29 06:00:00;1971-12-28;snowfall;Y
1972-01-04 06:00:01;1972-01-05 06:00:00;1972-01-04;snöbyar;Y
1972-01-05 06:00:01;1972-01-06 06:00:00;1972-01-05;snöbyar;Y
1972-01-08 06:00:01;1972-01-09 06:00:00;1972-01-08;snowfall;Y
1972-01-09 06:00:01;1972-01-10 06:00:00;1972-01-09;snowfall;Y
1972-01-12 06:00:01;1972-01-13 06:00:00;1972-01-12;snowfall;Y
1972-01-16 06:00:01;1972-01-17 06:00:00;1972-01-16;snowfall;Y
1972-01-18 06:00:01;1972-01-19 06:00:00;1972-01-18;snowfall;Y
1972-01-19 06:00:01;1972-01-20 06:00:00;1972-01-19;snowfall;Y
1972-01-20 06:00:01;1972-01-21 06:00:00;1972-01-20;snowfall;Y
1972-01-21 06:00:01;1972-01-22 06:00:00;1972-01-21;regn;Y
1972-01-27 06:00:01;1972-01-28 06:00:00;1972-01-27;snöbyar;Y
1972-01-28 06:00:01;1972-01-29 06:00:00;1972-01-28;snowfall;Y
1972-01-29 06:00:01;1972-01-30 06:00:00;1972-01-29;snowfall;Y
1972-01-30 06:00:01;1972-01-31 06:00:00;1972-01-30;snowfall;Y
1972-01-31 06:00:01;1972-02-01 06:00:00;1972-01-31;snowfall;Y
1972-02-01 06:00:01;1972-02-02 06:00:00;1972-02-01;snowfall;Y
1972-02-02 06:00:01;1972-02-03 06:00:00;1972-02-02;snowfall;Y
1972-02-03 06:00:01;1972-02-04 06:00:00;1972-02-03;snowfall;Y
1972-02-07 06:00:01;1972-02-08 06:00:00;1972-02-07;snowfall;Y
1972-02-08 06:00:01;1972-02-09 06:00:00;1972-02-08;regn;Y
1972-02-08 06:00:01;1972-02-09 06:00:00;1972-02-08;snowfall;Y
1972-02-10 06:00:01;1972-02-11 06:00:00;1972-02-10;snowfall;Y
1972-02-11 06:00:01;1972-02-12 06:00:00;1972-02-11;snowfall;Y
1972-02-13 06:00:01;1972-02-14 06:00:00;1972-02-13;snowfall;Y
1972-02-14 06:00:01;1972-02-15 06:00:00;1972-02-14;regn;Y
1972-02-20 06:00:01;1972-02-21 06:00:00;1972-02-20;snowfall;Y
1972-02-21 06:00:01;1972-02-22 06:00:00;1972-02-21;regn;Y
1972-02-26 06:00:01;1972-02-27 06:00:00;1972-02-26;snowfall;Y
1972-02-27 06:00:01;1972-02-28 06:00:00;1972-02-27;snöblandat regn;Y
1972-03-01 06:00:01;1972-03-02 06:00:00;1972-03-01;snowfall;Y
1972-03-02 06:00:01;1972-03-03 06:00:00;1972-03-02;snöbyar;Y
1972-03-03 06:00:01;1972-03-04 06:00:00;1972-03-03;snowfall;Y
1972-03-08 06:00:01;1972-03-09 06:00:00;1972-03-08;snowfall;Y
1972-03-10 06:00:01;1972-03-11 06:00:00;1972-03-10;snowfall;Y
1972-03-26 06:00:01;1972-03-27 06:00:00;1972-03-26;snowfall;Y
1972-03-27 06:00:01;1972-03-28 06:00:00;1972-03-27;snowfall;Y
1972-03-28 06:00:01;1972-03-29 06:00:00;1972-03-28;snöblandat regn;Y
1972-03-29 06:00:01;1972-03-30 06:00:00;1972-03-29;snöblandat regn;Y
1972-04-02 06:00:01;1972-04-03 06:00:00;1972-04-02;regn;Y
1972-04-02 06:00:01;1972-04-03 06:00:00;1972-04-02;snöblandat regn;Y
1972-04-02 06:00:01;1972-04-03 06:00:00;1972-04-02;snowfall;Y
1972-04-03 06:00:01;1972-04-04 06:00:00;1972-04-03;snowfall;Y
1972-04-05 06:00:01;1972-04-06 06:00:00;1972-04-05;snöblandat regn;Y
1972-04-06 06:00:01;1972-04-07 06:00:00;1972-04-06;snöhagel;Y
1972-04-07 06:00:01;1972-04-08 06:00:00;1972-04-07;regn;Y
1972-04-08 06:00:01;1972-04-09 06:00:00;1972-04-08;regn;Y
1972-04-09 06:00:01;1972-04-10 06:00:00;1972-04-09;regn;Y
1972-04-10 06:00:01;1972-04-11 06:00:00;1972-04-10;regn;Y
1972-04-11 06:00:01;1972-04-12 06:00:00;1972-04-11;regn;Y
1972-04-12 06:00:01;1972-04-13 06:00:00;1972-04-12;regn;Y
1972-04-13 06:00:01;1972-04-14 06:00:00;1972-04-13;regn;Y
1972-04-15 06:00:01;1972-04-16 06:00:00;1972-04-15;regn;Y
1972-04-16 06:00:01;1972-04-17 06:00:00;1972-04-16;regn;Y
1972-04-17 06:00:01;1972-04-18 06:00:00;1972-04-17;regn;Y
1972-04-18 06:00:01;1972-04-19 06:00:00;1972-04-18;regn;Y
1972-04-21 06:00:01;1972-04-22 06:00:00;1972-04-21;regn;Y
1972-04-23 06:00:01;1972-04-24 06:00:00;1972-04-23;snöbyar;Y
1972-04-25 06:00:01;1972-04-26 06:00:00;1972-04-25;regnskurar;Y
1972-04-26 06:00:01;1972-04-27 06:00:00;1972-04-26;byar av snöblandat regn;Y
1972-04-27 06:00:01;1972-04-28 06:00:00;1972-04-27;byar av snöblandat regn;Y
1972-04-28 06:00:01;1972-04-29 06:00:00;1972-04-28;regn;Y
1972-05-18 06:00:01;1972-05-19 06:00:00;1972-05-18;regn;Y
1972-05-19 06:00:01;1972-05-20 06:00:00;1972-05-19;regn;Y
1972-05-20 06:00:01;1972-05-21 06:00:00;1972-05-20;regn;Y
1972-05-21 06:00:01;1972-05-22 06:00:00;1972-05-21;regn;Y
1972-05-22 06:00:01;1972-05-23 06:00:00;1972-05-22;regn;Y
1972-05-24 06:00:01;1972-05-25 06:00:00;1972-05-24;regn;Y
1972-05-25 06:00:01;1972-05-26 06:00:00;1972-05-25;regn;Y
1972-05-25 06:00:01;1972-05-26 06:00:00;1972-05-25;duggregn;Y
1972-05-26 06:00:01;1972-05-27 06:00:00;1972-05-26;regn;Y
1972-05-27 06:00:01;1972-05-28 06:00:00;1972-05-27;regnskurar;Y
1972-05-28 06:00:01;1972-05-29 06:00:00;1972-05-28;regnskurar;Y
1972-05-30 06:00:01;1972-05-31 06:00:00;1972-05-30;regnskurar;Y
1972-05-31 06:00:01;1972-06-01 06:00:00;1972-05-31;regnskurar;Y
1972-06-01 06:00:01;1972-06-02 06:00:00;1972-06-01;regn;Y
1972-06-08 06:00:01;1972-06-09 06:00:00;1972-06-08;regn;Y
1972-06-12 06:00:01;1972-06-13 06:00:00;1972-06-12;regn;Y
1972-06-14 06:00:01;1972-06-15 06:00:00;1972-06-14;regn;Y
1972-06-15 06:00:01;1972-06-16 06:00:00;1972-06-15;regn;Y
1972-06-19 06:00:01;1972-06-20 06:00:00;1972-06-19;regnskurar;Y
1972-06-20 06:00:01;1972-06-21 06:00:00;1972-06-20;regnskurar;Y
1972-06-22 06:00:01;1972-06-23 06:00:00;1972-06-22;regn;Y
1972-07-06 06:00:01;1972-07-07 06:00:00;1972-07-06;regnskurar;Y
1972-07-07 06:00:01;1972-07-08 06:00:00;1972-07-07;regn;Y
1972-07-20 06:00:01;1972-07-21 06:00:00;1972-07-20;regnskurar;Y
1972-07-25 06:00:01;1972-07-26 06:00:00;1972-07-25;regn;Y
1972-07-26 06:00:01;1972-07-27 06:00:00;1972-07-26;regnskurar;Y
1972-07-30 06:00:01;1972-07-31 06:00:00;1972-07-30;regnskurar;Y
1972-08-01 06:00:01;1972-08-02 06:00:00;1972-08-01;regnskurar;Y
1972-08-02 06:00:01;1972-08-03 06:00:00;1972-08-02;regnskurar;Y
1972-08-03 06:00:01;1972-08-04 06:00:00;1972-08-03;regnskurar;Y
1972-08-09 06:00:01;1972-08-10 06:00:00;1972-08-09;regnskurar;Y
1972-08-13 06:00:01;1972-08-14 06:00:00;1972-08-13;regnskurar;Y
1972-08-14 06:00:01;1972-08-15 06:00:00;1972-08-14;regnskurar;Y
1972-08-15 06:00:01;1972-08-16 06:00:00;1972-08-15;regnskurar;Y
1972-08-17 06:00:01;1972-08-18 06:00:00;1972-08-17;regnskurar;Y
1972-08-20 06:00:01;1972-08-21 06:00:00;1972-08-20;regnskurar;Y
1972-08-21 06:00:01;1972-08-22 06:00:00;1972-08-21;regnskurar;Y
1972-08-23 06:00:01;1972-08-24 06:00:00;1972-08-23;regnskurar;Y
1972-08-24 06:00:01;1972-08-25 06:00:00;1972-08-24;regnskurar;Y
1972-08-27 06:00:01;1972-08-28 06:00:00;1972-08-27;regnskurar;Y
1972-09-10 06:00:01;1972-09-11 06:00:00;1972-09-10;regnskurar;Y
1972-09-11 06:00:01;1972-09-12 06:00:00;1972-09-11;regnskurar;Y
1972-09-12 06:00:01;1972-09-13 06:00:00;1972-09-12;regnskurar;Y
1972-09-14 06:00:01;1972-09-15 06:00:00;1972-09-14;duggregn;Y
1972-09-17 06:00:01;1972-09-18 06:00:00;1972-09-17;regnskurar;Y
1972-09-21 06:00:01;1972-09-22 06:00:00;1972-09-21;regnskurar;Y
1972-09-24 06:00:01;1972-09-25 06:00:00;1972-09-24;regnskurar;Y
1972-09-26 06:00:01;1972-09-27 06:00:00;1972-09-26;regnskurar;Y
1972-09-27 06:00:01;1972-09-28 06:00:00;1972-09-27;regnskurar;Y
1972-09-30 06:00:01;1972-10-01 06:00:00;1972-09-30;regnskurar;Y
1972-10-04 06:00:01;1972-10-05 06:00:00;1972-10-04;regnskurar;Y
1972-10-11 06:00:01;1972-10-12 06:00:00;1972-10-11;regnskurar;Y
1972-10-12 06:00:01;1972-10-13 06:00:00;1972-10-12;regnskurar;Y
1972-10-13 06:00:01;1972-10-14 06:00:00;1972-10-13;duggregn;Y
1972-10-17 06:00:01;1972-10-18 06:00:00;1972-10-17;byar av snöblandat regn;Y
1972-10-18 06:00:01;1972-10-19 06:00:00;1972-10-18;byar av snöblandat regn;Y
1972-10-19 06:00:01;1972-10-20 06:00:00;1972-10-19;byar av snöblandat regn;Y
1972-10-23 06:00:01;1972-10-24 06:00:00;1972-10-23;byar av snöblandat regn;Y
1972-10-24 06:00:01;1972-10-25 06:00:00;1972-10-24;regnskurar;Y
1972-10-29 06:00:01;1972-10-30 06:00:00;1972-10-29;regn;Y
1972-10-31 06:00:01;1972-11-01 06:00:00;1972-10-31;regnskurar;Y
1972-11-01 06:00:01;1972-11-02 06:00:00;1972-11-01;regnskurar;Y
1972-11-02 06:00:01;1972-11-03 06:00:00;1972-11-02;regnskurar;Y
1972-11-05 06:00:01;1972-11-06 06:00:00;1972-11-05;regnskurar;Y
1972-11-06 06:00:01;1972-11-07 06:00:00;1972-11-06;regnskurar;Y
1972-11-09 06:00:01;1972-11-10 06:00:00;1972-11-09;regnskurar;Y
1972-11-10 06:00:01;1972-11-11 06:00:00;1972-11-10;regnskurar;Y
1972-11-13 06:00:01;1972-11-14 06:00:00;1972-11-13;regn;Y
1972-11-14 06:00:01;1972-11-15 06:00:00;1972-11-14;snöblandat regn;Y
1972-11-15 06:00:01;1972-11-16 06:00:00;1972-11-15;regn;Y
1972-11-16 06:00:01;1972-11-17 06:00:00;1972-11-16;snöblandat regn;Y
1972-11-20 06:00:01;1972-11-21 06:00:00;1972-11-20;snowfall;Y
1972-11-21 06:00:01;1972-11-22 06:00:00;1972-11-21;regn;Y
1972-11-22 06:00:01;1972-11-23 06:00:00;1972-11-22;regn;Y
1972-11-23 06:00:01;1972-11-24 06:00:00;1972-11-23;regn;Y
1972-11-25 06:00:01;1972-11-26 06:00:00;1972-11-25;snowfall;Y
1972-11-28 06:00:01;1972-11-29 06:00:00;1972-11-28;regnskurar;Y
1972-11-29 06:00:01;1972-11-30 06:00:00;1972-11-29;regnskurar;Y
1972-11-30 06:00:01;1972-12-01 06:00:00;1972-11-30;duggregn;Y
1972-12-01 06:00:01;1972-12-02 06:00:00;1972-12-01;regn;Y
1972-12-03 06:00:01;1972-12-04 06:00:00;1972-12-03;regnskurar;Y
1972-12-05 06:00:01;1972-12-06 06:00:00;1972-12-05;regnskurar;Y
1972-12-06 06:00:01;1972-12-07 06:00:00;1972-12-06;regnskurar;Y
1972-12-07 06:00:01;1972-12-08 06:00:00;1972-12-07;regnskurar;Y
1972-12-08 06:00:01;1972-12-09 06:00:00;1972-12-08;regnskurar;Y
1972-12-09 06:00:01;1972-12-10 06:00:00;1972-12-09;regnskurar;Y
1972-12-10 06:00:01;1972-12-11 06:00:00;1972-12-10;regnskurar;Y
1972-12-11 06:00:01;1972-12-12 06:00:00;1972-12-11;regn;Y
1972-12-13 06:00:01;1972-12-14 06:00:00;1972-12-13;regn;Y
1972-12-15 06:00:01;1972-12-16 06:00:00;1972-12-15;regn;Y
1972-12-17 06:00:01;1972-12-18 06:00:00;1972-12-17;regn;Y
1973-01-02 06:00:01;1973-01-03 06:00:00;1973-01-02;regnskurar;Y
1973-01-03 06:00:01;1973-01-04 06:00:00;1973-01-03;regnskurar;Y
1973-01-14 06:00:01;1973-01-15 06:00:00;1973-01-14;duggregn;Y
1973-01-16 06:00:01;1973-01-17 06:00:00;1973-01-16;duggregn;Y
1973-01-17 06:00:01;1973-01-18 06:00:00;1973-01-17;snowfall;Y
1973-01-17 06:00:01;1973-01-18 06:00:00;1973-01-17;snöblandat regn;Y
1973-01-18 06:00:01;1973-01-19 06:00:00;1973-01-18;snowfall;Y
1973-01-20 06:00:01;1973-01-21 06:00:00;1973-01-20;snowfall;Y
1973-01-21 06:00:01;1973-01-22 06:00:00;1973-01-21;snowfall;Y
1973-01-21 06:00:01;1973-01-22 06:00:00;1973-01-21;duggregn;Y
1973-01-22 06:00:01;1973-01-23 06:00:00;1973-01-22;snöbyar;Y
1973-01-22 06:00:01;1973-01-23 06:00:00;1973-01-22;snöblandat regn;Y
1973-01-27 06:00:01;1973-01-28 06:00:00;1973-01-27;snöblandat regn;Y
1973-01-27 06:00:01;1973-01-28 06:00:00;1973-01-27;regn;Y
1973-01-28 06:00:01;1973-01-29 06:00:00;1973-01-28;snöblandat regn;Y
1973-01-28 06:00:01;1973-01-29 06:00:00;1973-01-28;snowfall;Y
1973-02-05 06:00:01;1973-02-06 06:00:00;1973-02-05;regnskurar;Y
1973-02-06 06:00:01;1973-02-07 06:00:00;1973-02-06;regnskurar;Y
1973-02-10 06:00:01;1973-02-11 06:00:00;1973-02-10;snowfall;Y
1973-02-11 06:00:01;1973-02-12 06:00:00;1973-02-11;snowfall;Y
1973-02-12 06:00:01;1973-02-13 06:00:00;1973-02-12;snowfall;Y
1973-02-12 06:00:01;1973-02-13 06:00:00;1973-02-12;snöblandat regn;Y
1973-02-13 06:00:01;1973-02-14 06:00:00;1973-02-13;snöbyar;Y
1973-02-14 06:00:01;1973-02-15 06:00:00;1973-02-14;regn;Y
1973-02-15 06:00:01;1973-02-16 06:00:00;1973-02-15;snöblandat regn;Y
1973-02-15 06:00:01;1973-02-16 06:00:00;1973-02-15;snowfall;Y
1973-02-16 06:00:01;1973-02-17 06:00:00;1973-02-16;snöblandat regn;Y
1973-02-17 06:00:01;1973-02-18 06:00:00;1973-02-17;duggregn;Y
1973-02-18 06:00:01;1973-02-19 06:00:00;1973-02-18;duggregn;Y
1973-02-20 06:00:01;1973-02-21 06:00:00;1973-02-20;regn;Y
1973-02-21 06:00:01;1973-02-22 06:00:00;1973-02-21;snowfall;Y
1973-02-28 06:00:01;1973-03-01 06:00:00;1973-02-28;snowfall;Y
1973-03-04 06:00:01;1973-03-05 06:00:00;1973-03-04;regn;Y
1973-03-05 06:00:01;1973-03-06 06:00:00;1973-03-05;regn;Y
1973-03-17 06:00:01;1973-03-18 06:00:00;1973-03-17;snöblandat regn;Y
1973-03-28 06:00:01;1973-03-29 06:00:00;1973-03-28;regn;Y
1973-04-01 06:00:01;1973-04-02 06:00:00;1973-04-01;regn;Y
1973-04-04 06:00:01;1973-04-05 06:00:00;1973-04-04;regn;Y
1973-04-05 06:00:01;1973-04-06 06:00:00;1973-04-05;snöblandat regn;Y
1973-04-06 06:00:01;1973-04-07 06:00:00;1973-04-06;regnskurar;Y
1973-04-11 06:00:01;1973-04-12 06:00:00;1973-04-11;snöbyar;Y
1973-04-12 06:00:01;1973-04-13 06:00:00;1973-04-12;snöbyar;Y
1973-04-14 06:00:01;1973-04-15 06:00:00;1973-04-14;regn;Y
1973-04-16 06:00:01;1973-04-17 06:00:00;1973-04-16;regn;Y
1973-04-17 06:00:01;1973-04-18 06:00:00;1973-04-17;regnskurar;Y
1973-04-18 06:00:01;1973-04-19 06:00:00;1973-04-18;regnskurar;Y
1973-04-19 06:00:01;1973-04-20 06:00:00;1973-04-19;regnskurar;Y
1973-04-20 06:00:01;1973-04-21 06:00:00;1973-04-20;regn;Y
1973-04-23 06:00:01;1973-04-24 06:00:00;1973-04-23;regn;Y
1973-04-25 06:00:01;1973-04-26 06:00:00;1973-04-25;regn;Y
1973-04-26 06:00:01;1973-04-27 06:00:00;1973-04-26;snöblandat regn;Y
1973-04-29 06:00:01;1973-04-30 06:00:00;1973-04-29;regn;Y
1973-04-30 06:00:01;1973-05-01 06:00:00;1973-04-30;regn;Y
1973-05-01 06:00:01;1973-05-02 06:00:00;1973-05-01;regn;Y
1973-05-04 06:00:01;1973-05-05 06:00:00;1973-05-04;regnskurar;Y
1973-05-05 06:00:01;1973-05-06 06:00:00;1973-05-05;regn;Y
1973-05-07 06:00:01;1973-05-08 06:00:00;1973-05-07;regn;Y
1973-05-08 06:00:01;1973-05-09 06:00:00;1973-05-08;regn;Y
1973-05-09 06:00:01;1973-05-10 06:00:00;1973-05-09;duggregn;Y
1973-05-10 06:00:01;1973-05-11 06:00:00;1973-05-10;regn;Y
1973-05-13 06:00:01;1973-05-14 06:00:00;1973-05-13;regnskurar;Y
1973-05-17 06:00:01;1973-05-18 06:00:00;1973-05-17;regn;Y
1973-05-18 06:00:01;1973-05-19 06:00:00;1973-05-18;duggregn;Y
1973-05-19 06:00:01;1973-05-20 06:00:00;1973-05-19;duggregn;Y
1973-05-23 06:00:01;1973-05-24 06:00:00;1973-05-23;regn;Y
1973-06-01 06:00:01;1973-06-02 06:00:00;1973-06-01;regn;Y
1973-06-02 06:00:01;1973-06-03 06:00:00;1973-06-02;regn;Y
1973-06-04 06:00:01;1973-06-05 06:00:00;1973-06-04;regn;Y
1973-06-05 06:00:01;1973-06-06 06:00:00;1973-06-05;regn;Y
1973-06-10 06:00:01;1973-06-11 06:00:00;1973-06-10;regnskurar;Y
1973-06-11 06:00:01;1973-06-12 06:00:00;1973-06-11;regnskurar;Y
1973-06-12 06:00:01;1973-06-13 06:00:00;1973-06-12;regnskurar;Y
1973-06-14 06:00:01;1973-06-15 06:00:00;1973-06-14;regnskurar;Y
1973-06-26 06:00:01;1973-06-27 06:00:00;1973-06-26;regnskurar;Y
1973-06-27 06:00:01;1973-06-28 06:00:00;1973-06-27;regnskurar;Y
1973-06-28 06:00:01;1973-06-29 06:00:00;1973-06-28;regnskurar;Y
1973-06-30 06:00:01;1973-07-01 06:00:00;1973-06-30;regnskurar;Y
1973-07-09 06:00:01;1973-07-10 06:00:00;1973-07-09;regnskurar;Y
1973-07-10 06:00:01;1973-07-11 06:00:00;1973-07-10;regnskurar;Y
1973-07-11 06:00:01;1973-07-12 06:00:00;1973-07-11;regnskurar;Y
1973-07-12 06:00:01;1973-07-13 06:00:00;1973-07-12;regnskurar;Y
1973-07-18 06:00:01;1973-07-19 06:00:00;1973-07-18;regnskurar;Y
