Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Norsborg 2;97160;2.0

Parameternamn;Beskrivning;Enhet
Nederbörd;1 gång/dygn, kl 18;code

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1968-01-01 00:00:00;1974-12-31 23:59:59;15.0;59.2524;17.7989
1975-01-01 00:00:00;2022-02-28 23:59:59;8.671;59.2518;17.7960

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Nederbörd;Kvalitet;;Tidsutsnitt:
1973-07-19 06:00:01;1973-07-20 06:00:00;1973-07-19;regnskurar;Y
1973-07-20 06:00:01;1973-07-21 06:00:00;1973-07-20;regnskurar;Y
1973-07-21 06:00:01;1973-07-22 06:00:00;1973-07-21;regnskurar;Y
1973-07-22 06:00:01;1973-07-23 06:00:00;1973-07-22;regnskurar;Y
1973-07-23 06:00:01;1973-07-24 06:00:00;1973-07-23;regnskurar;Y
1973-07-24 06:00:01;1973-07-25 06:00:00;1973-07-24;regnskurar;Y
1973-07-25 06:00:01;1973-07-26 06:00:00;1973-07-25;regnskurar;Y
1973-07-26 06:00:01;1973-07-27 06:00:00;1973-07-26;regnskurar;Y
1973-07-30 06:00:01;1973-07-31 06:00:00;1973-07-30;regn;Y
1973-08-05 06:00:01;1973-08-06 06:00:00;1973-08-05;regnskurar;Y
1973-08-06 06:00:01;1973-08-07 06:00:00;1973-08-06;regn;Y
1973-08-07 06:00:01;1973-08-08 06:00:00;1973-08-07;regnskurar;Y
1973-08-08 06:00:01;1973-08-09 06:00:00;1973-08-08;regnskurar;Y
1973-08-10 06:00:01;1973-08-11 06:00:00;1973-08-10;regn;Y
1973-08-11 06:00:01;1973-08-12 06:00:00;1973-08-11;regnskurar;Y
1973-08-18 06:00:01;1973-08-19 06:00:00;1973-08-18;regnskurar;Y
1973-08-20 06:00:01;1973-08-21 06:00:00;1973-08-20;regn;Y
1973-08-21 06:00:01;1973-08-22 06:00:00;1973-08-21;regn;Y
1973-08-24 06:00:01;1973-08-25 06:00:00;1973-08-24;regnskurar;Y
1973-09-03 06:00:01;1973-09-04 06:00:00;1973-09-03;regnskurar;Y
1973-09-06 06:00:01;1973-09-07 06:00:00;1973-09-06;regn;Y
1973-09-09 06:00:01;1973-09-10 06:00:00;1973-09-09;regnskurar;Y
1973-09-10 06:00:01;1973-09-11 06:00:00;1973-09-10;regnskurar;Y
1973-09-20 06:00:01;1973-09-21 06:00:00;1973-09-20;regnskurar;Y
1973-09-22 06:00:01;1973-09-23 06:00:00;1973-09-22;regn;Y
1973-09-23 06:00:01;1973-09-24 06:00:00;1973-09-23;regn;Y
1973-09-24 06:00:01;1973-09-25 06:00:00;1973-09-24;duggregn;Y
1973-09-25 06:00:01;1973-09-26 06:00:00;1973-09-25;regn;Y
1973-09-27 06:00:01;1973-09-28 06:00:00;1973-09-27;duggregn;Y
1973-09-28 06:00:01;1973-09-29 06:00:00;1973-09-28;regn;Y
1973-09-29 06:00:01;1973-09-30 06:00:00;1973-09-29;regn;Y
1973-09-30 06:00:01;1973-10-01 06:00:00;1973-09-30;duggregn;Y
1973-10-08 06:00:01;1973-10-09 06:00:00;1973-10-08;regn;Y
1973-10-09 06:00:01;1973-10-10 06:00:00;1973-10-09;regn;Y
1973-10-10 06:00:01;1973-10-11 06:00:00;1973-10-10;regn;Y
1973-10-13 06:00:01;1973-10-14 06:00:00;1973-10-13;regn;Y
1973-10-15 06:00:01;1973-10-16 06:00:00;1973-10-15;regn;Y
1973-10-17 06:00:01;1973-10-18 06:00:00;1973-10-17;snöblandat regn;Y
1973-10-17 06:00:01;1973-10-18 06:00:00;1973-10-17;regn;Y
1973-10-18 06:00:01;1973-10-19 06:00:00;1973-10-18;snöblandat regn;Y
1973-10-22 06:00:01;1973-10-23 06:00:00;1973-10-22;snöbyar;Y
1973-10-28 06:00:01;1973-10-29 06:00:00;1973-10-28;regn;Y
1973-10-29 06:00:01;1973-10-30 06:00:00;1973-10-29;regn;Y
1973-10-30 06:00:01;1973-10-31 06:00:00;1973-10-30;regn;Y
1973-11-05 06:00:01;1973-11-06 06:00:00;1973-11-05;regn;Y
1973-11-06 06:00:01;1973-11-07 06:00:00;1973-11-06;regn;Y
1973-11-10 06:00:01;1973-11-11 06:00:00;1973-11-10;snowfall;Y
1973-11-11 06:00:01;1973-11-12 06:00:00;1973-11-11;snöblandat regn;Y
1973-11-12 06:00:01;1973-11-13 06:00:00;1973-11-12;snowfall;Y
1973-11-12 06:00:01;1973-11-13 06:00:00;1973-11-12;regn;Y
1973-11-13 06:00:01;1973-11-14 06:00:00;1973-11-13;byar av snöblandat regn;Y
1973-11-15 06:00:01;1973-11-16 06:00:00;1973-11-15;regn;Y
1973-11-16 06:00:01;1973-11-17 06:00:00;1973-11-16;snöblandat regn;Y
1973-11-18 06:00:01;1973-11-19 06:00:00;1973-11-18;snöblandat regn;Y
1973-11-19 06:00:01;1973-11-20 06:00:00;1973-11-19;snowfall;Y
1973-11-19 06:00:01;1973-11-20 06:00:00;1973-11-19;snöblandat regn;Y
1973-11-22 06:00:01;1973-11-23 06:00:00;1973-11-22;snöblandat regn;Y
1973-11-22 06:00:01;1973-11-23 06:00:00;1973-11-22;regn;Y
1973-11-23 06:00:01;1973-11-24 06:00:00;1973-11-23;snowfall;Y
1973-11-25 06:00:01;1973-11-26 06:00:00;1973-11-25;snöbyar;Y
1973-11-28 06:00:01;1973-11-29 06:00:00;1973-11-28;snowfall;Y
1973-11-30 06:00:01;1973-12-01 06:00:00;1973-11-30;snöbyar;Y
1973-12-01 06:00:01;1973-12-02 06:00:00;1973-12-01;snowfall;Y
1973-12-02 06:00:01;1973-12-03 06:00:00;1973-12-02;snowfall;Y
1973-12-02 06:00:01;1973-12-03 06:00:00;1973-12-02;regn;Y
1973-12-03 06:00:01;1973-12-04 06:00:00;1973-12-03;regn;Y
1973-12-05 06:00:01;1973-12-06 06:00:00;1973-12-05;snöbyar;Y
1973-12-06 06:00:01;1973-12-07 06:00:00;1973-12-06;snowfall;Y
1973-12-07 06:00:01;1973-12-08 06:00:00;1973-12-07;snowfall;Y
1973-12-09 06:00:01;1973-12-10 06:00:00;1973-12-09;snöblandat regn;Y
1973-12-09 06:00:01;1973-12-10 06:00:00;1973-12-09;regn;Y
1973-12-10 06:00:01;1973-12-11 06:00:00;1973-12-10;snöblandat regn;Y
1973-12-11 06:00:01;1973-12-12 06:00:00;1973-12-11;snöblandat regn;Y
1973-12-11 06:00:01;1973-12-12 06:00:00;1973-12-11;snowfall;Y
1973-12-12 06:00:01;1973-12-13 06:00:00;1973-12-12;snowfall;Y
1973-12-13 06:00:01;1973-12-14 06:00:00;1973-12-13;snowfall;Y
1973-12-13 06:00:01;1973-12-14 06:00:00;1973-12-13;regn;Y
1973-12-14 06:00:01;1973-12-15 06:00:00;1973-12-14;snowfall;Y
1973-12-15 06:00:01;1973-12-16 06:00:00;1973-12-15;snowfall;Y
1973-12-16 06:00:01;1973-12-17 06:00:00;1973-12-16;snowfall;Y
1973-12-16 06:00:01;1973-12-17 06:00:00;1973-12-16;snöblandat regn;Y
1973-12-18 06:00:01;1973-12-19 06:00:00;1973-12-18;snöbyar;Y
1973-12-19 06:00:01;1973-12-20 06:00:00;1973-12-19;snowfall;Y
1974-01-06 06:00:01;1974-01-07 06:00:00;1974-01-06;snöblandat regn;Y
1974-01-09 06:00:01;1974-01-10 06:00:00;1974-01-09;snowfall;Y
1974-01-12 06:00:01;1974-01-13 06:00:00;1974-01-12;snöblandat regn;Y
1974-01-13 06:00:01;1974-01-14 06:00:00;1974-01-13;regn;Y
1974-01-13 06:00:01;1974-01-14 06:00:00;1974-01-13;snöblandat regn;Y
1974-01-14 06:00:01;1974-01-15 06:00:00;1974-01-14;regn;Y
1974-01-14 06:00:01;1974-01-15 06:00:00;1974-01-14;snöblandat regn;Y
1974-01-15 06:00:01;1974-01-16 06:00:00;1974-01-15;regn;Y
1974-01-16 06:00:01;1974-01-17 06:00:00;1974-01-16;regn;Y
1974-01-17 06:00:01;1974-01-18 06:00:00;1974-01-17;snöblandat regn;Y
1974-01-17 06:00:01;1974-01-18 06:00:00;1974-01-17;regn;Y
1974-01-23 06:00:01;1974-01-24 06:00:00;1974-01-23;snowfall;Y
1974-01-24 06:00:01;1974-01-25 06:00:00;1974-01-24;snöblandat regn;Y
1974-01-29 06:00:01;1974-01-30 06:00:00;1974-01-29;snöblandat regn;Y
1974-01-29 06:00:01;1974-01-30 06:00:00;1974-01-29;regn;Y
1974-02-02 06:00:01;1974-02-03 06:00:00;1974-02-02;snöblandat regn;Y
1974-02-06 06:00:01;1974-02-07 06:00:00;1974-02-06;snowfall;Y
1974-02-07 06:00:01;1974-02-08 06:00:00;1974-02-07;snowfall;Y
1974-02-08 06:00:01;1974-02-09 06:00:00;1974-02-08;snowfall;Y
1974-02-10 06:00:01;1974-02-11 06:00:00;1974-02-10;regn;Y
1974-02-11 06:00:01;1974-02-12 06:00:00;1974-02-11;regn;Y
1974-02-14 06:00:01;1974-02-15 06:00:00;1974-02-14;duggregn;Y
1974-02-17 06:00:01;1974-02-18 06:00:00;1974-02-17;duggregn;Y
1974-03-17 06:00:01;1974-03-18 06:00:00;1974-03-17;snöblandat regn;Y
1974-03-18 06:00:01;1974-03-19 06:00:00;1974-03-18;snöblandat regn;Y
1974-03-18 06:00:01;1974-03-19 06:00:00;1974-03-18;regn;Y
1974-03-19 06:00:01;1974-03-20 06:00:00;1974-03-19;snöblandat regn;Y
1974-03-20 06:00:01;1974-03-21 06:00:00;1974-03-20;snowfall;Y
1974-03-20 06:00:01;1974-03-21 06:00:00;1974-03-20;snöblandat regn;Y
1974-03-21 06:00:01;1974-03-22 06:00:00;1974-03-21;snowfall;Y
1974-03-21 06:00:01;1974-03-22 06:00:00;1974-03-21;snöblandat regn;Y
1974-04-10 06:00:01;1974-04-11 06:00:00;1974-04-10;snöblandat regn;Y
1974-04-14 06:00:01;1974-04-15 06:00:00;1974-04-14;regn;Y
1974-04-15 06:00:01;1974-04-16 06:00:00;1974-04-15;regnskurar;Y
1974-04-23 06:00:01;1974-04-24 06:00:00;1974-04-23;regnskurar;Y
1974-04-24 06:00:01;1974-04-25 06:00:00;1974-04-24;småhagel;Y
1974-05-25 06:00:01;1974-05-26 06:00:00;1974-05-25;regn;Y
1974-05-26 06:00:01;1974-05-27 06:00:00;1974-05-26;regn;Y
1974-05-27 06:00:01;1974-05-28 06:00:00;1974-05-27;regn;Y
1974-05-28 06:00:01;1974-05-29 06:00:00;1974-05-28;regn;Y
1974-05-29 06:00:01;1974-05-30 06:00:00;1974-05-29;regn;Y
1974-05-30 06:00:01;1974-05-31 06:00:00;1974-05-30;regnskurar;Y
1974-06-02 06:00:01;1974-06-03 06:00:00;1974-06-02;regn;Y
1974-06-03 06:00:01;1974-06-04 06:00:00;1974-06-03;regnskurar;Y
1974-06-04 06:00:01;1974-06-05 06:00:00;1974-06-04;regnskurar;Y
1974-06-06 06:00:01;1974-06-07 06:00:00;1974-06-06;regn;Y
1974-06-08 06:00:01;1974-06-09 06:00:00;1974-06-08;regnskurar;Y
1974-06-09 06:00:01;1974-06-10 06:00:00;1974-06-09;regn;Y
1974-06-10 06:00:01;1974-06-11 06:00:00;1974-06-10;regn;Y
1974-06-18 06:00:01;1974-06-19 06:00:00;1974-06-18;regnskurar;Y
1974-06-20 06:00:01;1974-06-21 06:00:00;1974-06-20;regn;Y
1974-06-30 06:00:01;1974-07-01 06:00:00;1974-06-30;regnskurar;Y
1974-07-01 06:00:01;1974-07-02 06:00:00;1974-07-01;regnskurar;Y
1974-07-03 06:00:01;1974-07-04 06:00:00;1974-07-03;regn;Y
1974-07-04 06:00:01;1974-07-05 06:00:00;1974-07-04;regnskurar;Y
1974-07-06 06:00:01;1974-07-07 06:00:00;1974-07-06;regnskurar;Y
1974-07-07 06:00:01;1974-07-08 06:00:00;1974-07-07;regnskurar;Y
1974-07-09 06:00:01;1974-07-10 06:00:00;1974-07-09;regn;Y
1974-07-10 06:00:01;1974-07-11 06:00:00;1974-07-10;regn;Y
1974-07-11 06:00:01;1974-07-12 06:00:00;1974-07-11;regn;Y
1974-07-13 06:00:01;1974-07-14 06:00:00;1974-07-13;regnskurar;Y
1974-07-14 06:00:01;1974-07-15 06:00:00;1974-07-14;regn;Y
1974-07-16 06:00:01;1974-07-17 06:00:00;1974-07-16;regn;Y
1974-07-17 06:00:01;1974-07-18 06:00:00;1974-07-17;regn;Y
1974-07-21 06:00:01;1974-07-22 06:00:00;1974-07-21;regn;Y
1974-07-23 06:00:01;1974-07-24 06:00:00;1974-07-23;regnskurar;Y
1974-07-25 06:00:01;1974-07-26 06:00:00;1974-07-25;regnskurar;Y
1974-07-28 06:00:01;1974-07-29 06:00:00;1974-07-28;regnskurar;Y
1974-07-29 06:00:01;1974-07-30 06:00:00;1974-07-29;regnskurar;Y
1974-07-30 06:00:01;1974-07-31 06:00:00;1974-07-30;regnskurar;Y
1974-08-04 06:00:01;1974-08-05 06:00:00;1974-08-04;regnskurar;Y
1974-08-05 06:00:01;1974-08-06 06:00:00;1974-08-05;regnskurar;Y
1974-08-13 06:00:01;1974-08-14 06:00:00;1974-08-13;regnskurar;Y
1974-08-14 06:00:01;1974-08-15 06:00:00;1974-08-14;regnskurar;Y
1974-08-16 06:00:01;1974-08-17 06:00:00;1974-08-16;regn;Y
1974-08-28 06:00:01;1974-08-29 06:00:00;1974-08-28;regn;Y
1974-09-03 06:00:01;1974-09-04 06:00:00;1974-09-03;regn;Y
1974-09-04 06:00:01;1974-09-05 06:00:00;1974-09-04;regn;Y
1974-09-05 06:00:01;1974-09-06 06:00:00;1974-09-05;regn;Y
1974-09-06 06:00:01;1974-09-07 06:00:00;1974-09-06;regn;Y
1974-09-07 06:00:01;1974-09-08 06:00:00;1974-09-07;regn;Y
1974-09-08 06:00:01;1974-09-09 06:00:00;1974-09-08;regn;Y
1974-09-09 06:00:01;1974-09-10 06:00:00;1974-09-09;regn;Y
1974-09-10 06:00:01;1974-09-11 06:00:00;1974-09-10;regn;Y
1974-09-20 06:00:01;1974-09-21 06:00:00;1974-09-20;regnskurar;Y
1974-09-23 06:00:01;1974-09-24 06:00:00;1974-09-23;regn;Y
1974-09-24 06:00:01;1974-09-25 06:00:00;1974-09-24;regn;Y
1974-09-25 06:00:01;1974-09-26 06:00:00;1974-09-25;regn;Y
1974-09-26 06:00:01;1974-09-27 06:00:00;1974-09-26;regn;Y
1974-09-29 06:00:01;1974-09-30 06:00:00;1974-09-29;regn;Y
1974-10-01 06:00:01;1974-10-02 06:00:00;1974-10-01;regn;Y
1974-10-02 06:00:01;1974-10-03 06:00:00;1974-10-02;regn;Y
1974-10-03 06:00:01;1974-10-04 06:00:00;1974-10-03;regn;Y
1974-10-04 06:00:01;1974-10-05 06:00:00;1974-10-04;regn;Y
1974-10-05 06:00:01;1974-10-06 06:00:00;1974-10-05;regn;Y
1974-10-06 06:00:01;1974-10-07 06:00:00;1974-10-06;regn;Y
1974-10-09 06:00:01;1974-10-10 06:00:00;1974-10-09;regn;Y
1974-10-10 06:00:01;1974-10-11 06:00:00;1974-10-10;regn;Y
1974-10-16 06:00:01;1974-10-17 06:00:00;1974-10-16;duggregn;Y
1974-10-18 06:00:01;1974-10-19 06:00:00;1974-10-18;regn;Y
1974-10-19 06:00:01;1974-10-20 06:00:00;1974-10-19;regn;Y
1974-10-20 06:00:01;1974-10-21 06:00:00;1974-10-20;regn;Y
1974-10-21 06:00:01;1974-10-22 06:00:00;1974-10-21;regn;Y
1974-10-21 06:00:01;1974-10-22 06:00:00;1974-10-21;duggregn;Y
1974-10-22 06:00:01;1974-10-23 06:00:00;1974-10-22;regn;Y
1974-10-23 06:00:01;1974-10-24 06:00:00;1974-10-23;duggregn;Y
1974-10-23 06:00:01;1974-10-24 06:00:00;1974-10-23;regn;Y
1974-10-24 06:00:01;1974-10-25 06:00:00;1974-10-24;regn;Y
1974-10-27 06:00:01;1974-10-28 06:00:00;1974-10-27;regn;Y
1974-10-28 06:00:01;1974-10-29 06:00:00;1974-10-28;regn;Y
1974-10-29 06:00:01;1974-10-30 06:00:00;1974-10-29;regn;Y
1974-10-30 06:00:01;1974-10-31 06:00:00;1974-10-30;regn;Y
1974-10-31 06:00:01;1974-11-01 06:00:00;1974-10-31;regn;Y
1974-11-01 06:00:01;1974-11-02 06:00:00;1974-11-01;regn;Y
1974-11-02 06:00:01;1974-11-03 06:00:00;1974-11-02;regn;Y
1974-11-03 06:00:01;1974-11-04 06:00:00;1974-11-03;regn;Y
1974-11-04 06:00:01;1974-11-05 06:00:00;1974-11-04;snöblandat regn;Y
1974-11-05 06:00:01;1974-11-06 06:00:00;1974-11-05;snöblandat regn;Y
1974-11-06 06:00:01;1974-11-07 06:00:00;1974-11-06;regn;Y
1974-11-06 06:00:01;1974-11-07 06:00:00;1974-11-06;snöblandat regn;Y
1974-11-07 06:00:01;1974-11-08 06:00:00;1974-11-07;regn;Y
1974-11-08 06:00:01;1974-11-09 06:00:00;1974-11-08;regn;Y
1974-11-09 06:00:01;1974-11-10 06:00:00;1974-11-09;regn;Y
1974-11-10 06:00:01;1974-11-11 06:00:00;1974-11-10;regn;Y
1974-11-11 06:00:01;1974-11-12 06:00:00;1974-11-11;regn;Y
1974-11-13 06:00:01;1974-11-14 06:00:00;1974-11-13;regn;Y
1974-11-14 06:00:01;1974-11-15 06:00:00;1974-11-14;regn;Y
1974-11-15 06:00:01;1974-11-16 06:00:00;1974-11-15;regn;Y
1974-11-16 06:00:01;1974-11-17 06:00:00;1974-11-16;regn;Y
1974-11-17 06:00:01;1974-11-18 06:00:00;1974-11-17;regn;Y
1974-11-18 06:00:01;1974-11-19 06:00:00;1974-11-18;regn;Y
1974-11-19 06:00:01;1974-11-20 06:00:00;1974-11-19;regn;Y
1974-11-20 06:00:01;1974-11-21 06:00:00;1974-11-20;regn;Y
1974-11-24 06:00:01;1974-11-25 06:00:00;1974-11-24;regn;Y
1974-11-25 06:00:01;1974-11-26 06:00:00;1974-11-25;regnskurar;Y
1974-11-26 06:00:01;1974-11-27 06:00:00;1974-11-26;regnskurar;Y
1974-11-27 06:00:01;1974-11-28 06:00:00;1974-11-27;regnskurar;Y
1974-11-28 06:00:01;1974-11-29 06:00:00;1974-11-28;regn;Y
1974-11-29 06:00:01;1974-11-30 06:00:00;1974-11-29;snöblandat regn;Y
1974-11-30 06:00:01;1974-12-01 06:00:00;1974-11-30;snöblandat regn;Y
1974-11-30 06:00:01;1974-12-01 06:00:00;1974-11-30;snowfall;Y
1974-12-02 06:00:01;1974-12-03 06:00:00;1974-12-02;regn;Y
1974-12-04 06:00:01;1974-12-05 06:00:00;1974-12-04;regnskurar;Y
1974-12-05 06:00:01;1974-12-06 06:00:00;1974-12-05;snowfall;Y
1974-12-10 06:00:01;1974-12-11 06:00:00;1974-12-10;regn;Y
1974-12-11 06:00:01;1974-12-12 06:00:00;1974-12-11;regn;Y
1974-12-12 06:00:01;1974-12-13 06:00:00;1974-12-12;snowfall;Y
1974-12-13 06:00:01;1974-12-14 06:00:00;1974-12-13;snowfall;Y
1974-12-16 06:00:01;1974-12-17 06:00:00;1974-12-16;regn;Y
1974-12-17 06:00:01;1974-12-18 06:00:00;1974-12-17;regn;Y
1974-12-20 06:00:01;1974-12-21 06:00:00;1974-12-20;snöblandat regn;Y
1974-12-20 06:00:01;1974-12-21 06:00:00;1974-12-20;regn;Y
1974-12-24 06:00:01;1974-12-25 06:00:00;1974-12-24;regn;Y
1974-12-25 06:00:01;1974-12-26 06:00:00;1974-12-25;regn;Y
1974-12-26 06:00:01;1974-12-27 06:00:00;1974-12-26;regn;Y
1974-12-28 06:00:01;1974-12-29 06:00:00;1974-12-28;snowfall;Y
1974-12-29 06:00:01;1974-12-30 06:00:00;1974-12-29;snowfall;Y
1974-12-31 06:00:01;1975-01-01 06:00:00;1974-12-31;snowfall;Y
1975-01-07 06:00:01;1975-01-08 06:00:00;1975-01-07;snöbyar;Y
1975-01-09 06:00:01;1975-01-10 06:00:00;1975-01-09;snowfall;Y
1975-01-12 06:00:01;1975-01-13 06:00:00;1975-01-12;snowfall;Y
1975-01-12 06:00:01;1975-01-13 06:00:00;1975-01-12;regnskurar;Y
1975-01-14 06:00:01;1975-01-15 06:00:00;1975-01-14;regnskurar;Y
1975-01-15 06:00:01;1975-01-16 06:00:00;1975-01-15;duggregn;Y
1975-01-15 06:00:01;1975-01-16 06:00:00;1975-01-15;regnskurar;Y
1975-01-16 06:00:01;1975-01-17 06:00:00;1975-01-16;regnskurar;Y
1975-01-16 06:00:01;1975-01-17 06:00:00;1975-01-16;duggregn;Y
1975-01-19 06:00:01;1975-01-20 06:00:00;1975-01-19;regnskurar;Y
1975-01-19 06:00:01;1975-01-20 06:00:00;1975-01-19;snöblandat regn;Y
1975-01-21 06:00:01;1975-01-22 06:00:00;1975-01-21;regnskurar;Y
1975-01-22 06:00:01;1975-01-23 06:00:00;1975-01-22;regnskurar;Y
1975-01-23 06:00:01;1975-01-24 06:00:00;1975-01-23;regnskurar;Y
1975-01-26 06:00:01;1975-01-27 06:00:00;1975-01-26;regnskurar;Y
1975-01-26 06:00:01;1975-01-27 06:00:00;1975-01-26;duggregn;Y
1975-01-27 06:00:01;1975-01-28 06:00:00;1975-01-27;duggregn;Y
1975-01-29 06:00:01;1975-01-30 06:00:00;1975-01-29;snöbyar;Y
1975-02-02 06:00:01;1975-02-03 06:00:00;1975-02-02;snöblandat regn;Y
1975-02-12 06:00:01;1975-02-13 06:00:00;1975-02-12;snowfall;Y
1975-02-13 06:00:01;1975-02-14 06:00:00;1975-02-13;snöbyar;Y
1975-02-16 06:00:01;1975-02-17 06:00:00;1975-02-16;snöbyar;Y
1975-02-17 06:00:01;1975-02-18 06:00:00;1975-02-17;snowfall;Y
1975-03-17 06:00:01;1975-03-18 06:00:00;1975-03-17;snöbyar;Y
1975-03-25 06:00:01;1975-03-26 06:00:00;1975-03-25;snöblandat regn;Y
1975-03-25 06:00:01;1975-03-26 06:00:00;1975-03-25;regnskurar;Y
1975-03-26 06:00:01;1975-03-27 06:00:00;1975-03-26;snöblandat regn;Y
1975-03-26 06:00:01;1975-03-27 06:00:00;1975-03-26;regnskurar;Y
1975-04-01 06:00:01;1975-04-02 06:00:00;1975-04-01;snöblandat regn;Y
1975-04-02 06:00:01;1975-04-03 06:00:00;1975-04-02;snöblandat regn;Y
1975-04-03 06:00:01;1975-04-04 06:00:00;1975-04-03;snöbyar;Y
1975-04-04 06:00:01;1975-04-05 06:00:00;1975-04-04;snöblandat regn;Y
1975-04-05 06:00:01;1975-04-06 06:00:00;1975-04-05;snowfall;Y
1975-04-06 06:00:01;1975-04-07 06:00:00;1975-04-06;regnskurar;Y
1975-04-11 06:00:01;1975-04-12 06:00:00;1975-04-11;regnskurar;Y
1975-04-13 06:00:01;1975-04-14 06:00:00;1975-04-13;snöbyar;Y
1975-04-22 06:00:01;1975-04-23 06:00:00;1975-04-22;regnskurar;Y
1975-04-23 06:00:01;1975-04-24 06:00:00;1975-04-23;regnskurar;Y
1975-04-24 06:00:01;1975-04-25 06:00:00;1975-04-24;regnskurar;Y
1975-04-27 06:00:01;1975-04-28 06:00:00;1975-04-27;regnskurar;Y
1975-05-04 06:00:01;1975-05-05 06:00:00;1975-05-04;regnskurar;Y
1975-05-11 06:00:01;1975-05-12 06:00:00;1975-05-11;regnskurar;Y
1975-05-12 06:00:01;1975-05-13 06:00:00;1975-05-12;regnskurar;Y
1975-05-13 06:00:01;1975-05-14 06:00:00;1975-05-13;regnskurar;Y
1975-05-15 06:00:01;1975-05-16 06:00:00;1975-05-15;regnskurar;Y
1975-05-19 06:00:01;1975-05-20 06:00:00;1975-05-19;regnskurar;Y
1975-05-20 06:00:01;1975-05-21 06:00:00;1975-05-20;regnskurar;Y
1975-05-21 06:00:01;1975-05-22 06:00:00;1975-05-21;regnskurar;Y
1975-05-22 06:00:01;1975-05-23 06:00:00;1975-05-22;regnskurar;Y
1975-05-25 06:00:01;1975-05-26 06:00:00;1975-05-25;regnskurar;Y
1975-05-27 06:00:01;1975-05-28 06:00:00;1975-05-27;regnskurar;Y
1975-05-28 06:00:01;1975-05-29 06:00:00;1975-05-28;regnskurar;Y
1975-05-29 06:00:01;1975-05-30 06:00:00;1975-05-29;småhagel;Y
1975-06-01 06:00:01;1975-06-02 06:00:00;1975-06-01;regnskurar;Y
1975-06-02 06:00:01;1975-06-03 06:00:00;1975-06-02;regnskurar;Y
1975-06-04 06:00:01;1975-06-05 06:00:00;1975-06-04;regnskurar;Y
1975-06-15 06:00:01;1975-06-16 06:00:00;1975-06-15;regnskurar;Y
1975-06-16 06:00:01;1975-06-17 06:00:00;1975-06-16;regnskurar;Y
1975-06-26 06:00:01;1975-06-27 06:00:00;1975-06-26;regnskurar;Y
1975-07-14 06:00:01;1975-07-15 06:00:00;1975-07-14;regnskurar;Y
1975-07-15 06:00:01;1975-07-16 06:00:00;1975-07-15;regnskurar;Y
1975-07-17 06:00:01;1975-07-18 06:00:00;1975-07-17;regnskurar;Y
1975-07-22 06:00:01;1975-07-23 06:00:00;1975-07-22;kornsnö;Y
1975-07-23 06:00:01;1975-07-24 06:00:00;1975-07-23;regnskurar;Y
1975-07-24 06:00:01;1975-07-25 06:00:00;1975-07-24;regnskurar;Y
1975-08-11 06:00:01;1975-08-12 06:00:00;1975-08-11;kornsnö;Y
1975-08-14 06:00:01;1975-08-15 06:00:00;1975-08-14;regnskurar;Y
1975-08-20 06:00:01;1975-08-21 06:00:00;1975-08-20;regnskurar;Y
1975-08-21 06:00:01;1975-08-22 06:00:00;1975-08-21;regnskurar;Y
1975-09-03 06:00:01;1975-09-04 06:00:00;1975-09-03;regnskurar;Y
1975-09-10 06:00:01;1975-09-11 06:00:00;1975-09-10;regnskurar;Y
1975-09-11 06:00:01;1975-09-12 06:00:00;1975-09-11;regnskurar;Y
1975-09-24 06:00:01;1975-09-25 06:00:00;1975-09-24;regnskurar;Y
1975-09-25 06:00:01;1975-09-26 06:00:00;1975-09-25;regnskurar;Y
1975-10-01 06:00:01;1975-10-02 06:00:00;1975-10-01;regnskurar;Y
1975-10-05 06:00:01;1975-10-06 06:00:00;1975-10-05;regnskurar;Y
1975-10-07 06:00:01;1975-10-08 06:00:00;1975-10-07;duggregn;Y
1975-10-07 06:00:01;1975-10-08 06:00:00;1975-10-07;regnskurar;Y
1975-10-14 06:00:01;1975-10-15 06:00:00;1975-10-14;regnskurar;Y
1975-10-16 06:00:01;1975-10-17 06:00:00;1975-10-16;regn;Y
1975-10-16 06:00:01;1975-10-17 06:00:00;1975-10-16;duggregn;Y
1975-10-23 06:00:01;1975-10-24 06:00:00;1975-10-23;regnskurar;Y
1975-11-01 06:00:01;1975-11-02 06:00:00;1975-11-01;regnskurar;Y
1975-11-02 06:00:01;1975-11-03 06:00:00;1975-11-02;regnskurar;Y
1975-11-03 06:00:01;1975-11-04 06:00:00;1975-11-03;regnskurar;Y
1975-11-05 06:00:01;1975-11-06 06:00:00;1975-11-05;regnskurar;Y
1975-11-06 06:00:01;1975-11-07 06:00:00;1975-11-06;regnskurar;Y
1975-11-11 06:00:01;1975-11-12 06:00:00;1975-11-11;duggregn;Y
1975-11-13 06:00:01;1975-11-14 06:00:00;1975-11-13;duggregn;Y
1975-11-18 06:00:01;1975-11-19 06:00:00;1975-11-18;regnskurar;Y
1975-11-19 06:00:01;1975-11-20 06:00:00;1975-11-19;snöbyar;Y
1975-11-20 06:00:01;1975-11-21 06:00:00;1975-11-20;snöbyar;Y
1975-11-23 06:00:01;1975-11-24 06:00:00;1975-11-23;snowfall;Y
